"","geo","time","values"
"239","LT",2017-04-01,9326.9
"240","LU",2017-04-01,12350.8
"241","LV",2017-04-01,5870.5
"242","MK",2017-04-01,2105.9
"243","MT",2017-04-01,2521.6
"244","NL",2017-04-01,168171
"245","NO",2017-04-01,75935.5
"246","PL",2017-04-01,99232.4
"247","PT",2017-04-01,42852.3
"248","RO",2017-04-01,39032.4
"249","RS",2017-04-01,7879
"250","SE",2017-04-01,107287.3
"251","SI",2017-04-01,9511.4
"252","SK",2017-04-01,19059.3
"253","TR",2017-04-01,165021.6
"254","UK",2017-04-01,525102.2
"255","XK",2017-04-01,1282.9
"256","AL",2017-01-01,2272
"257","AT",2017-01-01,79486.4
"258","BA",2017-01-01,3083.8
"259","BE",2017-01-01,94932
"260","BG",2017-01-01,9191.1
"261","CH",2017-01-01,148873.2
"262","CY",2017-01-01,4010.3
"263","CZ",2017-01-01,38666.6
"264","DE",2017-01-01,721193
"265","DK",2017-01-01,62435.1
"266","EA",2017-01-01,2428916.6
"267","EA12",2017-01-01,2378258.4
"268","EA19",2017-01-01,2428916.6
"269","EE",2017-01-01,4721.6
"270","EL",2017-01-01,35954.2
"271","ES",2017-01-01,247749
"272","EU15",2017-01-01,3068122.4
"273","EU27_2019",2017-01-01,2799839.4
"274","EU28",2017-01-01,3325036.3
"275","FI",2017-01-01,46184
"276","FR",2017-01-01,507849
"277","HR",2017-01-01,9195.8
"278","HU",2017-01-01,22921.6
"279","IE",2017-01-01,65019.4
"280","IT",2017-01-01,371296.1
"281","LT",2017-01-01,8368.6
"282","LU",2017-01-01,12151.3
"283","LV",2017-01-01,5184.1
"284","MK",2017-01-01,1980.7
"285","MT",2017-01-01,2355
"286","NL",2017-01-01,158455
"287","NO",2017-01-01,82758
"288","PL",2017-01-01,93972.6
"289","PT",2017-01-01,40550.2
"290","RO",2017-01-01,32484.8
"291","RS",2017-01-01,7296.4
"292","SE",2017-01-01,102170.1
"293","SI",2017-01-01,8585.4
"294","SK",2017-01-01,17471.1
"295","TR",2017-01-01,147051.2
"296","UK",2017-01-01,526260
"297","XK",2017-01-01,1010.5
"298","AL",2016-10-01,2493.5
"299","AT",2016-10-01,83486.9
"300","BA",2016-10-01,3244.6
"301","BE",2016-10-01,99272
"302","BG",2016-10-01,11604.3
"303","CH",2016-10-01,149072
"304","CY",2016-10-01,4168
"305","CZ",2016-10-01,41138.2
"306","DE",2016-10-01,720985
"307","DK",2016-10-01,63519
"308","EA",2016-10-01,2505236.9
"309","EA12",2016-10-01,2450851.7
"310","EA19",2016-10-01,2505236.9
"311","EE",2016-10-01,4958.1
"312","EL",2016-10-01,38585.6
"313","ES",2016-10-01,267619
"314","EU15",2016-10-01,3135728
"315","EU27_2019",2016-10-01,2914841.7
"316","EU28",2016-10-01,3431287.1
"317","FI",2016-10-01,48664
"318","FR",2016-10-01,506036
"319","HR",2016-10-01,9710.3
"320","HU",2016-10-01,26605.6
"321","IE",2016-10-01,69536.6
"322","IT",2016-10-01,398777.6
"323","LT",2016-10-01,9208.1
"324","LU",2016-10-01,12734.7
"325","LV",2016-10-01,5889.9
"326","ME",2016-10-01,NA
"327","MK",2016-10-01,2256.8
"328","MT",2016-10-01,2306.2
"329","NL",2016-10-01,163576
"330","NO",2016-10-01,81060.3
"331","PL",2016-10-01,105767
"332","PT",2016-10-01,41006
"333","RO",2016-10-01,46393.4
"334","RS",2016-10-01,8174.5
"335","SE",2016-10-01,104891.2
"336","SI",2016-10-01,8963
"337","SK",2016-10-01,18909.2
"338","TR",2016-10-01,183409.1
"339","UK",2016-10-01,517767.1
"340","XK",2016-10-01,1300.8
"341","AL",2016-07-01,2321
"342","AT",2016-07-01,79681.2
"343","BA",2016-07-01,3570.6
"344","BE",2016-07-01,92483
"345","BG",2016-07-01,11397.6
"346","CH",2016-07-01,147810.2
"347","CY",2016-07-01,4152.1
"348","CZ",2016-07-01,40096.3
"349","DE",2016-07-01,721894
"350","DK",2016-07-01,60808.3
"351","EA",2016-07-01,2419853.4
"352","EA12",2016-07-01,2365322.2
"353","EA19",2016-07-01,2419853.4
"354","EE",2016-07-01,4712.7
"355","EL",2016-07-01,41211.7
"356","ES",2016-07-01,250809
"357","EU15",2016-07-01,3037192.2
"358","EU27_2019",2016-07-01,2799628.8
"359","EU28",2016-07-01,3312360.5
"360","FI",2016-07-01,46409
"361","FR",2016-07-01,485376
"362","HR",2016-07-01,10549.7
"363","HU",2016-07-01,24747
"364","IE",2016-07-01,61992.2
"365","IT",2016-07-01,375259
"366","LT",2016-07-01,9382.1
"367","LU",2016-07-01,11845.6
"368","LV",2016-07-01,5665.8
"369","ME",2016-07-01,NA
"370","MK",2016-07-01,2153.2
"371","MT",2016-07-01,2385.9
"372","NL",2016-07-01,156695
"373","NO",2016-07-01,71379.7
"374","PL",2016-07-01,91929.8
"375","PT",2016-07-01,41222.5
"376","RO",2016-07-01,41885.5
"377","RS",2016-07-01,7776.6
"378","SE",2016-07-01,98329.3
"379","SI",2016-07-01,8959.8
"380","SK",2016-07-01,19314
"381","TR",2016-07-01,178600.7
"382","UK",2016-07-01,514284.5
"383","XK",2016-07-01,1349.8
"384","AL",2016-04-01,2478.1
"385","AT",2016-04-01,78252.1
"386","BA",2016-04-01,3267.8
"387","BE",2016-04-01,96083
"388","BG",2016-04-01,9948.3
"389","CH",2016-04-01,147013.6
"390","CY",2016-04-01,4074
"391","CZ",2016-04-01,40244.2
"392","DE",2016-04-01,713351
"393","DK",2016-04-01,62043.3
"394","EA",2016-04-01,2437892
"395","EA12",2016-04-01,2385574.6
"396","EA19",2016-04-01,2437892
"397","EE",2016-04-01,4697.4
"398","EL",2016-04-01,38942.7
"399","ES",2016-04-01,257687
"400","EU15",2016-04-01,3105936.7
"401","EU27_2019",2016-04-01,2817336.9
"402","EU28",2016-04-01,3368178.1
"403","FI",2016-04-01,47037
"404","FR",2016-04-01,498652
"405","HR",2016-04-01,9718.7
"406","HU",2016-04-01,23876.6
"407","IE",2016-04-01,61042.9
"408","IT",2016-04-01,380988.9
"409","LT",2016-04-01,8623.5
"410","LU",2016-04-01,12032.8
"411","LV",2016-04-01,5429.3
"412","ME",2016-04-01,NA
"413","MK",2016-04-01,2046.4
"414","MT",2016-04-01,2293.9
"415","NL",2016-04-01,161734
"416","NO",2016-04-01,74589.6
"417","PL",2016-04-01,90575.6
"418","PT",2016-04-01,41103
"419","RO",2016-04-01,35483.4
"420","RS",2016-04-01,7481.5
"421","SE",2016-04-01,107495.7
"422","SI",2016-04-01,8917.1
"423","SK",2016-04-01,18348.4
"424","TR",2016-04-01,170720.2
"425","UK",2016-04-01,552342.5
"426","XK",2016-04-01,1252.2
"427","AL",2016-01-01,2129.3
"428","AT",2016-01-01,76172.8
"429","BA",2016-01-01,2913.3
"430","BE",2016-01-01,91436
"431","BG",2016-01-01,8576.3
"432","CH",2016-01-01,143299.3
"433","CY",2016-01-01,3805.5
"434","CZ",2016-01-01,37054.2
"435","DE",2016-01-01,691510
"436","DK",2016-01-01,58329.1
"437","EA",2016-01-01,2352807.8
"438","EA12",2016-01-01,2304971.3
"439","EA19",2016-01-01,2352807.8
"440","EE",2016-01-01,4334.1
"441","EL",2016-01-01,35304.3
"442","ES",2016-01-01,238724
"443","EU15",2016-01-01,3024815.2
"444","EU27_2019",2016-01-01,2702770
"445","EU28",2016-01-01,3265628.8
"446","FI",2016-01-01,43878
"447","FR",2016-01-01,501213
"448","HR",2016-01-01,8707.4
"449","HU",2016-01-01,21133.9
"450","IE",2016-01-01,62643.3
"451","IT",2016-01-01,362505
"452","LT",2016-01-01,7744.2
"453","LU",2016-01-01,11670.5
"454","LV",2016-01-01,4847.4
"455","ME",2016-01-01,NA
"456","MK",2016-01-01,1914.9
"457","MT",2016-01-01,2171.6
"458","NL",2016-01-01,152819
"459","NO",2016-01-01,70330.7
"460","PL",2016-01-01,88452.6
"461","PT",2016-01-01,38894.7
"462","RO",2016-01-01,29083.6
"463","RS",2016-01-01,7017
"464","SE",2016-01-01,98681.5
"465","SI",2016-01-01,8107.1
"466","SK",2016-01-01,16864.7
"467","TR",2016-01-01,153766.6
"468","UK",2016-01-01,564000.4
"469","XK",2016-01-01,976.5
"470","AL",2015-10-01,2347.7
"471","AT",2015-10-01,80900
"472","BA",2015-10-01,3086.7
"473","BE",2015-10-01,96316
"474","BG",2015-10-01,10861.6
"475","CH",2015-10-01,147534.1
"476","CY",2015-10-01,3961.1
"477","CZ",2015-10-01,40010.5
"478","DE",2015-10-01,701596
"479","DK",2015-10-01,60429.5
"480","EA",2015-10-01,2450751.1
"481","EA12",2015-10-01,2398646
"482","EA19",2015-10-01,2450751.1
"483","EE",2015-10-01,4682.4
"484","EL",2015-10-01,39277.9
"485","ES",2015-10-01,261162
"486","EU15",2015-10-01,3162228.1
"487","EU27_2019",2015-10-01,2850635.2
"488","EU28",2015-10-01,3448333.2
"489","FI",2015-10-01,47294
"490","FR",2015-10-01,501888
"491","HR",2015-10-01,9213.4
"492","HU",2015-10-01,25500.7
"493","IE",2015-10-01,62564.3
"494","IT",2015-10-01,394953.2
"495","LT",2015-10-01,8718.7
"496","LU",2015-10-01,12587
"497","LV",2015-10-01,5644.4
"498","ME",2015-10-01,NA
"499","MK",2015-10-01,2086
"500","MT",2015-10-01,2143.7
"501","NL",2015-10-01,159737
"502","NO",2015-10-01,75197.4
"503","PL",2015-10-01,106188.9
"504","PT",2015-10-01,39504
"505","RO",2015-10-01,42299.6
"506","RS",2015-10-01,7987.6
"507","SE",2015-10-01,105490
"508","SI",2015-10-01,8581.9
"509","SK",2015-10-01,18356.1
"510","TR",2015-10-01,178236.8
"511","UK",2015-10-01,598199.5
"512","XK",2015-10-01,1232.9
"513","AL",2015-07-01,2229.1
"514","AT",2015-07-01,77734.6
"515","BA",2015-07-01,3406.8
"516","BE",2015-07-01,89740
"517","BG",2015-07-01,10602.3
"518","CH",2015-07-01,148360
"519","CY",2015-07-01,3971.9
"520","CZ",2015-07-01,38999.6
"521","DE",2015-07-01,699333
"522","DK",2015-07-01,58864.6
"523","EA",2015-07-01,2366085.4
"524","EA12",2015-07-01,2313057.2
"525","EA19",2015-07-01,2366085.4
"526","EE",2015-07-01,4524
"527","EL",2015-07-01,41353.3
"528","ES",2015-07-01,242188
"529","EU15",2015-07-01,3053614.6
"530","EU27_2019",2015-07-01,2736431.3
"531","EU28",2015-07-01,3322217.6
"532","FI",2015-07-01,45022
"533","FR",2015-07-01,482356
"534","HR",2015-07-01,10043.6
"535","HU",2015-07-01,23688.9
"536","IE",2015-07-01,61707.9
"537","IT",2015-07-01,368725.9
"538","LT",2015-07-01,9199.3
"539","LU",2015-07-01,11197.8
"540","LV",2015-07-01,5635.6
"541","ME",2015-07-01,NA
"542","MK",2015-07-01,2023.6
"543","MT",2015-07-01,2244.7
"544","NL",2015-07-01,153885
"545","NO",2015-07-01,74272.3
"546","PL",2015-07-01,92579.2
"547","PT",2015-07-01,39754
"548","RO",2015-07-01,39635
"549","RS",2015-07-01,7630.2
"550","SE",2015-07-01,95938.8
"551","SI",2015-07-01,8624.4
"552","SK",2015-07-01,18864.3
"553","TR",2015-07-01,176364.2
"554","UK",2015-07-01,585840.9
"555","XK",2015-07-01,1322.4
"556","AL",2015-04-01,2416.9
"557","AT",2015-04-01,75567.3
"558","BA",2015-04-01,3139.6
"559","BE",2015-04-01,93155
"560","BG",2015-04-01,9715.1
"561","CH",2015-04-01,151906.7
"562","CY",2015-04-01,3944
"563","CZ",2015-04-01,37965
"564","DE",2015-04-01,677320
"565","DK",2015-04-01,59780
"566","EA",2015-04-01,2357814.1
"567","EA12",2015-04-01,2307269.5
"568","EA19",2015-04-01,2357814.1
"569","EE",2015-04-01,4525.7
"570","EL",2015-04-01,39794.8
"571","ES",2015-04-01,247720
"572","EU15",2015-04-01,3051123.5
"573","EU27_2019",2015-04-01,2726393.4
"574","EU28",2015-04-01,3308213.6
"575","FI",2015-04-01,45583
"576","FR",2015-04-01,490588
"577","HR",2015-04-01,9400.9
"578","HU",2015-04-01,23283.4
"579","IE",2015-04-01,58826.8
"580","IT",2015-04-01,369754.5
"581","LT",2015-04-01,8353.6
"582","LU",2015-04-01,11460.7
"583","LV",2015-04-01,5332.8
"584","ME",2015-04-01,NA
"585","MK",2015-04-01,1972.4
"586","MT",2015-04-01,2155.2
"587","NL",2015-04-01,158018
"588","NO",2015-04-01,81257.4
"589","PL",2015-04-01,94027.8
"590","PT",2015-04-01,39915.3
"591","RO",2015-04-01,32074.4
"592","RS",2015-04-01,7369.9
"593","SE",2015-04-01,102287.3
"594","SI",2015-04-01,8583.9
"595","SK",2015-04-01,17710.6
"596","TR",2015-04-01,167350.9
"597","UK",2015-04-01,581644.8
"598","XK",2015-04-01,1214.1
"599","AL",2015-01-01,2021.7
"600","AT",2015-01-01,72825
"601","BA",2015-01-01,2793.1
"602","BE",2015-01-01,88895
"603","BG",2015-01-01,7961.1
"604","CH",2015-01-01,145524.8
"605","CY",2015-01-01,3709
"606","CZ",2015-01-01,34667.6
"607","DE",2015-01-01,667088
"608","DK",2015-01-01,57847
"609","EA",2015-01-01,2286920.7
"610","EA12",2015-01-01,2240552.2
"611","EA19",2015-01-01,2286920.7
"612","EE",2015-01-01,4182.6
"613","EL",2015-01-01,36187.4
"614","ES",2015-01-01,229922
"615","EU15",2015-01-01,2958492.2
"616","EU27_2019",2015-01-01,2626482
"617","EU28",2015-01-01,3192323.5
"618","FI",2015-01-01,42919
"619","FR",2015-01-01,492634
"620","HR",2015-01-01,8379.5
"621","HU",2015-01-01,20669.9
"622","IE",2015-01-01,62483.6
"623","IT",2015-01-01,351817.7
"624","LT",2015-01-01,7444.9
"625","LU",2015-01-01,11399.1
"626","LV",2015-01-01,4748.8
"627","ME",2015-01-01,NA
"628","MK",2015-01-01,1845.2
"629","MT",2015-01-01,1992
"630","NL",2015-01-01,149195
"631","NO",2015-01-01,80027
"632","PL",2015-01-01,88810.6
"633","PT",2015-01-01,37665.6
"634","RO",2015-01-01,26923.2
"635","RS",2015-01-01,6787.2
"636","SE",2015-01-01,94274.4
"637","SI",2015-01-01,7814.6
"638","SK",2015-01-01,16515.2
"639","TR",2015-01-01,158125.2
"640","UK",2015-01-01,565638.5
"641","XK",2015-01-01,970.6
"642","AL",2014-10-01,2241.7
"643","AT",2014-10-01,78268.2
"644","BA",2014-10-01,2962.3
"645","BE",2014-10-01,93613
"646","BG",2014-10-01,10540.8
"647","CH",2014-10-01,132548
"648","CY",2014-10-01,3852.4
"649","CZ",2014-10-01,37102.3
"650","DE",2014-10-01,674311
"651","DK",2014-10-01,59819.4
"652","EA",2014-10-01,2352452.3
"653","EA12",2014-10-01,2310864.8
"654","EA19",2014-10-01,2360873.6
"655","EE",2014-10-01,4581.2
"656","EL",2014-10-01,39483.7
"657","ES",2014-10-01,250468
"658","EU15",2014-10-01,3000516.8
"659","EU27_2019",2014-10-01,2741700.1
"660","EU28",2014-10-01,3272368.9
"661","FI",2014-10-01,46175
"662","FR",2014-10-01,492285
"663","HR",2014-10-01,8956.8
"664","HU",2014-10-01,24119.9
"665","IE",2014-10-01,45173.5
"666","IT",2014-10-01,384209.3
"667","LT",2014-10-01,8421.2
"668","LU",2014-10-01,12192.5
"669","LV",2014-10-01,5565
"670","ME",2014-10-01,NA
"671","MK",2014-10-01,1920.3
"672","MT",2014-10-01,1896
"673","NL",2014-10-01,156402
"674","NO",2014-10-01,84655.6
"675","PL",2014-10-01,101065.3
"676","PT",2014-10-01,37915.4
"677","RO",2014-10-01,40089.5
"678","RS",2014-10-01,7726.4
"679","SE",2014-10-01,99184.1
"680","SI",2014-10-01,8128.3
"681","SK",2014-10-01,17544
"682","TR",2014-10-01,173349.5
"683","UK",2014-10-01,530656.1
"684","XK",2014-10-01,1188.3
"685","AL",2014-07-01,2145.2
"686","AT",2014-07-01,74833.6
"687","BA",2014-07-01,3212.7
"688","BE",2014-07-01,87047
"689","BG",2014-07-01,10298.5
"690","CH",2014-07-01,130507.5
"691","CY",2014-07-01,3936.4
"692","CZ",2014-07-01,36111.6
"693","DE",2014-07-01,674761
"694","DK",2014-07-01,57556.2
"695","EA",2014-07-01,2276139.8
"696","EA12",2014-07-01,2233796.7
"697","EA19",2014-07-01,2285122.4
"698","EE",2014-07-01,4387.1
"699","EL",2014-07-01,42217.9
"700","ES",2014-07-01,232348
"701","EU15",2014-07-01,2899505.3
"702","EU27_2019",2014-07-01,2640439.5
"703","EU28",2014-07-01,3156642.3
"704","FI",2014-07-01,44167
"705","FR",2014-07-01,474028
"706","HR",2014-07-01,9746.6
"707","HU",2014-07-01,22855.2
"708","IE",2014-07-01,45782.8
"709","IT",2014-07-01,360939.7
"710","LT",2014-07-01,8982.6
"711","LU",2014-07-01,10935.1
"712","LV",2014-07-01,5426.9
"713","ME",2014-07-01,NA
"714","MK",2014-07-01,1899
"715","MT",2014-07-01,1942.4
"716","NL",2014-07-01,148296
"717","NO",2014-07-01,82329.4
"718","PL",2014-07-01,89843.4
"719","PT",2014-07-01,38570.1
"720","RO",2014-07-01,36994.1
"721","RS",2014-07-01,7528.1
"722","SE",2014-07-01,91957.9
"723","SI",2014-07-01,8397.5
"724","SK",2014-07-01,18247.9
"725","TR",2014-07-01,170366.5
"726","UK",2014-07-01,516306.8
"727","XK",2014-07-01,1277.3
"728","AL",2014-04-01,2340.5
"729","AT",2014-04-01,73131.6
"730","BA",2014-04-01,2990.3
"731","BE",2014-04-01,90340
"732","BG",2014-04-01,8890
"733","CH",2014-04-01,128415.4
"734","CY",2014-04-01,3915.6
"735","CZ",2014-04-01,35572
"736","DE",2014-04-01,650711
"737","DK",2014-04-01,57555.5
"738","EA",2014-04-01,2270336.1
"739","EA12",2014-04-01,2229437.1
"740","EA19",2014-04-01,2278573
"741","EE",2014-04-01,4432.2
"742","EL",2014-04-01,39903.2
"743","ES",2014-04-01,239458
"744","EU15",2014-04-01,2885171
"745","EU27_2019",2014-04-01,2630437.2
"746","EU28",2014-04-01,3130048.9
"747","FI",2014-04-01,44500
"748","FR",2014-04-01,481026
"749","HR",2014-04-01,9212.1
"750","HU",2014-04-01,22284.3
"751","IE",2014-04-01,45375.1
"752","IT",2014-04-01,363952.7
"753","LT",2014-04-01,8237
"754","LU",2014-04-01,10655.2
"755","LV",2014-04-01,5136.3
"756","ME",2014-04-01,NA
"757","MK",2014-04-01,1890.4
"758","MT",2014-04-01,1876.7
"759","NL",2014-04-01,152640
"760","NO",2014-04-01,83789.2
"761","PL",2014-04-01,88603.5
"762","PT",2014-04-01,38541.9
"763","RO",2014-04-01,31183.4
"764","RS",2014-04-01,7457.1
"765","SE",2014-04-01,98571
"766","SI",2014-04-01,8394.5
"767","SK",2014-04-01,17175.1
"768","TR",2014-04-01,148785.7
"769","UK",2014-04-01,499774.2
"770","XK",2014-04-01,1170.9
"771","AL",2014-01-01,1973.8
"772","AT",2014-01-01,70996.8
"773","BA",2014-01-01,2706.7
"774","BE",2014-01-01,87065
"775","BG",2014-01-01,7458.5
"776","CH",2014-01-01,125842.3
"777","CY",2014-01-01,3741
"778","CZ",2014-01-01,32788.8
"779","DE",2014-01-01,646661
"780","DK",2014-01-01,55657.1
"781","EA",2014-01-01,2208190.1
"782","EA12",2014-01-01,2170439.2
"783","EA19",2014-01-01,2215617
"784","EE",2014-01-01,4096.2
"785","EL",2014-01-01,36308.3
"786","ES",2014-01-01,222196
"787","EU15",2014-01-01,2815441.2
"788","EU27_2019",2014-01-01,2543755.8
"789","EU28",2014-01-01,3039096.2
"790","FI",2014-01-01,42145
"791","FR",2014-01-01,479891
"792","HR",2014-01-01,8365.3
"793","HU",2014-01-01,19779.4
"794","IE",2014-01-01,43019.2
"795","IT",2014-01-01,348757.8
"796","LT",2014-01-01,7426.8
"797","LU",2014-01-01,10613.2
"798","LV",2014-01-01,4667
"799","ME",2014-01-01,NA
"800","MK",2014-01-01,1724.6
"801","MT",2014-01-01,1755.4
"802","NL",2014-01-01,147476
"803","NO",2014-01-01,86060.4
"804","PL",2014-01-01,85038
"805","PT",2014-01-01,36337.7
"806","RO",2014-01-01,25039.9
"807","RS",2014-01-01,7082.1
"808","SE",2014-01-01,94008.6
"809","SI",2014-01-01,7582.9
"810","SK",2014-01-01,15940.4
"811","TR",2014-01-01,131220.5
"812","UK",2014-01-01,495493.3
"813","XK",2014-01-01,980.8
"814","AL",2013-10-01,2157.8
"815","AT",2013-10-01,75881.5
"816","BA",2013-10-01,2865.4
"817","BE",2013-10-01,91674
"818","BG",2013-10-01,10086.7
"819","CH",2013-10-01,127133.4
"820","CY",2013-10-01,3972.9
"821","CZ",2013-10-01,36100
"822","DE",2013-10-01,648116
"823","DK",2013-10-01,57396.3
"824","EA",2013-10-01,2292321.3
"825","EA12",2013-10-01,2257254.8
"826","EA19",2013-10-01,2305849.8
"827","EE",2013-10-01,4312.7
"828","EL",2013-10-01,39573.8
"829","ES",2013-10-01,246472
"830","EU15",2013-10-01,2892852.8
"831","EU27_2019",2013-10-01,2677058.6
"832","EU28",2013-10-01,3156912.9
"833","FI",2013-10-01,45703
"834","FR",2013-10-01,483923
"835","HR",2013-10-01,8970.3
"836","HU",2013-10-01,23395.5
"837","IE",2013-10-01,41890.5
"838","IT",2013-10-01,382059.2
"839","LT",2013-10-01,8116.7
"840","LU",2013-10-01,11084.2
"841","LV",2013-10-01,5411.6
"842","ME",2013-10-01,NA
"843","MK",2013-10-01,1874.5
"844","MT",2013-10-01,1670.4
"845","NL",2013-10-01,152864
"846","NO",2013-10-01,88539.5
"847","PL",2013-10-01,98606.9
"848","PT",2013-10-01,38265.3
"849","RO",2013-10-01,38312.2
"850","RS",2013-10-01,8144.1
"851","SE",2013-10-01,98359.7
"852","SI",2013-10-01,7910.8
"853","SK",2013-10-01,17179.7
"854","TR",2013-10-01,156045.3
"855","UK",2013-10-01,479947.4
"856","XK",2013-10-01,1155.3
"857","AL",2013-07-01,2027.6
"858","AT",2013-07-01,72793.6
"859","BA",2013-07-01,3210.1
"860","BE",2013-07-01,85309
"861","BG",2013-07-01,9639.9
"862","CH",2013-07-01,126071.5
"863","CY",2013-07-01,4091
"864","CZ",2013-07-01,35896.3
"865","DE",2013-07-01,651079
"866","DK",2013-07-01,56199.8
"867","EA",2013-07-01,2222314.4
"868","EA12",2013-07-01,2186403.8
"869","EA19",2013-07-01,2236307.3
"870","EE",2013-07-01,4190.3
"871","EL",2013-07-01,42441.6
"872","ES",2013-07-01,229767
"873","EU15",2013-07-01,2793533.5
"874","EU27_2019",2013-07-01,2582881.8
"875","EU28",2013-07-01,3040628
"876","FI",2013-07-01,43692
"877","FR",2013-07-01,465963
"878","HR",2013-07-01,9891.5
"879","HU",2013-07-01,22195.7
"880","IE",2013-07-01,41843.1
"881","IT",2013-07-01,359233.3
"882","LT",2013-07-01,8718
"883","LU",2013-07-01,10270.6
"884","LV",2013-07-01,5274.5
"885","ME",2013-07-01,NA
"886","MK",2013-07-01,1836.6
"887","MT",2013-07-01,1763
"888","NL",2013-07-01,145929
"889","NO",2013-07-01,84747
"890","PL",2013-07-01,84424.8
"891","PT",2013-07-01,37899.1
"892","RO",2013-07-01,35136.7
"893","RS",2013-07-01,7887.2
"894","SE",2013-07-01,93195.9
"895","SI",2013-07-01,8062.6
"896","SK",2013-07-01,17784.5
"897","TR",2013-07-01,166542.8
"898","UK",2013-07-01,457797.9
"899","XK",2013-07-01,1193.3
"900","AL",2013-04-01,2252.9
"901","AT",2013-04-01,70953.6
"902","BA",2013-04-01,3003.1
"903","BE",2013-04-01,88576
"904","BG",2013-04-01,8759.3
"905","CH",2013-04-01,125324.6
"906","CY",2013-04-01,4074.3
"907","CZ",2013-04-01,35600.7
"908","DE",2013-04-01,628517
"909","DK",2013-04-01,56396.6
"910","EA",2013-04-01,2224948.5
"911","EA12",2013-04-01,2190070.6
"912","EA19",2013-04-01,2237761.3
"913","EE",2013-04-01,4196.8
"914","EL",2013-04-01,41012.2
"915","ES",2013-04-01,237690
"916","EU15",2013-04-01,2798626.7
"917","EU27_2019",2013-04-01,2582558.4
"918","EU28",2013-04-01,3035106.8
"919","FI",2013-04-01,44167
"920","FR",2013-04-01,477343
"921","HR",2013-04-01,9269.6
"922","HU",2013-04-01,21277.8
"923","IE",2013-04-01,41365.8
"924","IT",2013-04-01,361012.3
"925","LT",2013-04-01,7828.8
"926","LU",2013-04-01,10346.3
"927","LV",2013-04-01,4983.8
"928","ME",2013-04-01,NA
"929","MK",2013-04-01,1794.1
"930","MT",2013-04-01,1698.3
"931","NL",2013-04-01,151700
"932","NO",2013-04-01,89338.8
"933","PL",2013-04-01,84647.3
"934","PT",2013-04-01,37478.2
"935","RO",2013-04-01,29199.9
"936","RS",2013-04-01,7609
"937","SE",2013-04-01,99623.4
"938","SI",2013-04-01,8076.8
"939","SK",2013-04-01,16844.8
"940","TR",2013-04-01,160037.6
"941","UK",2013-04-01,452599.5
"942","XK",2013-04-01,1174.1
"943","AL",2013-01-01,1956.9
"944","AT",2013-01-01,68995.5
"945","BA",2013-01-01,2600.8
"946","BE",2013-01-01,85318
"947","BG",2013-01-01,7545.7
"948","CH",2013-01-01,122610.6
"949","CY",2013-01-01,3995.7
"950","CZ",2013-01-01,33575.2
"951","DE",2013-01-01,614944
"952","DK",2013-01-01,53857.5
"953","EA",2013-01-01,2146642.6
"954","EA12",2013-01-01,2114240.1
"955","EA19",2013-01-01,2158108.3
"956","EE",2013-01-01,3891.2
"957","EL",2013-01-01,37209.1
"958","ES",2013-01-01,221687
"959","EU15",2013-01-01,2725037.4
"960","EU27_2019",2013-01-01,2482216.6
"961","EU28",2013-01-01,2944531
"962","FI",2013-01-01,41440
"963","FR",2013-01-01,472611
"964","HR",2013-01-01,8477.9
"965","HU",2013-01-01,19090.7
"966","IE",2013-01-01,39910
"967","IT",2013-01-01,341801.3
"968","LT",2013-01-01,7026.6
"969","LU",2013-01-01,9826.2
"970","LV",2013-01-01,4438.8
"971","ME",2013-01-01,NA
"972","MK",2013-01-01,1585.8
"973","MT",2013-01-01,1588.3
"974","NL",2013-01-01,145216
"975","NO",2013-01-01,90463.5
"976","PL",2013-01-01,82833.8
"977","PT",2013-01-01,36125.8
"978","RO",2013-01-01,24075.9
"979","RS",2013-01-01,7183
"980","SE",2013-01-01,94630.6
"981","SI",2013-01-01,7244.1
"982","SK",2013-01-01,15712.9
"983","TR",2013-01-01,142680.2
"984","UK",2013-01-01,462392.6
"985","XK",2013-01-01,912.7
"986","AL",2012-10-01,2172.7
"987","AT",2012-10-01,73978.3
"988","BA",2012-10-01,2779.9
"989","BE",2012-10-01,90189
"990","BG",2012-10-01,10002.3
"991","CH",2012-10-01,126616.8
"992","CY",2012-10-01,4265.2
"993","CZ",2012-10-01,37604.4
"994","DE",2012-10-01,625228
"995","DK",2012-10-01,56008.6
"996","EA",2012-10-01,2253620.9
"997","EA12",2012-10-01,2219100.9
"998","EA19",2012-10-01,2266662.8
"999","EE",2012-10-01,4111.4
"1000","EL",2012-10-01,42425.4
"1001","ES",2012-10-01,247481
"1002","EU15",2012-10-01,2852571
"1003","EU27_2019",2012-10-01,2630946.1
"1004","EU28",2012-10-01,3111425.9
"1005","FI",2012-10-01,44841
"1006","FR",2012-10-01,477023
"1007","HR",2012-10-01,9194.1
"1008","HU",2012-10-01,23105.8
"1009","IE",2012-10-01,39418.3
"1010","IT",2012-10-01,379787.2
"1011","LT",2012-10-01,7766.4
"1012","LU",2012-10-01,10460.1
"1013","LV",2012-10-01,5275.7
"1014","ME",2012-10-01,NA
"1015","MK",2012-10-01,1739.2
"1016","MT",2012-10-01,1573.1
"1017","NL",2012-10-01,150696
"1018","NO",2012-10-01,93299.6
"1019","PL",2012-10-01,96939.7
"1020","PT",2012-10-01,37031.4
