"","geo","time","values"
"1021","RO",2012-10-01,34508.6
"1022","RS",2012-10-01,7765.6
"1023","SE",2012-10-01,96987.6
"1024","SI",2012-10-01,7723.8
"1025","SK",2012-10-01,16829.8
"1026","TR",2012-10-01,161959.8
"1027","UK",2012-10-01,480634.1
"1028","XK",2012-10-01,1142.8
"1029","AL",2012-07-01,2092.4
"1030","AT",2012-07-01,71242.4
"1031","BA",2012-07-01,3149.6
"1032","BE",2012-07-01,84214
"1033","BG",2012-07-01,9950.5
"1034","CH",2012-07-01,126374.8
"1035","CY",2012-07-01,4375.1
"1036","CZ",2012-07-01,36506.1
"1037","DE",2012-07-01,631172
"1038","DK",2012-07-01,55314.9
"1039","EA",2012-07-01,2187856.5
"1040","EA12",2012-07-01,2152291.7
"1041","EA19",2012-07-01,2201168.1
"1042","EE",2012-07-01,3945
"1043","EL",2012-07-01,43957.8
"1044","ES",2012-07-01,233371
"1045","EU15",2012-07-01,2780051.1
"1046","EU27_2019",2012-07-01,2545495.7
"1047","EU28",2012-07-01,3024572.6
"1048","FI",2012-07-01,42527
"1049","FR",2012-07-01,459580
"1050","HR",2012-07-01,10058
"1051","HU",2012-07-01,21978
"1052","IE",2012-07-01,39337.8
"1053","IT",2012-07-01,356100
"1054","LT",2012-07-01,8206.9
"1055","LU",2012-07-01,9511.1
"1056","LV",2012-07-01,5105.1
"1057","ME",2012-07-01,NA
"1058","MK",2012-07-01,1719.6
"1059","MT",2012-07-01,1655.9
"1060","NL",2012-07-01,143449
"1061","NO",2012-07-01,85795.2
"1062","PL",2012-07-01,85503.7
"1063","PT",2012-07-01,37093
"1064","RO",2012-07-01,31711.1
"1065","RS",2012-07-01,7102.8
"1066","SE",2012-07-01,93365.2
"1067","SI",2012-07-01,7953.6
"1068","SK",2012-07-01,17630.2
"1069","TR",2012-07-01,166881.1
"1070","UK",2012-07-01,479273.1
"1071","XK",2012-07-01,1138.4
"1072","AL",2012-04-01,2175.2
"1073","AT",2012-04-01,69869.7
"1074","BA",2012-04-01,2903.4
"1075","BE",2012-04-01,87603
"1076","BG",2012-04-01,8934
"1077","CH",2012-04-01,125583
"1078","CY",2012-04-01,4376.7
"1079","CZ",2012-04-01,36406.7
"1080","DE",2012-04-01,610451
"1081","DK",2012-04-01,55763.6
"1082","EA",2012-04-01,2205547.9
"1083","EA12",2012-04-01,2170964.9
"1084","EA19",2012-04-01,2217863.4
"1085","EE",2012-04-01,3993.4
"1086","EL",2012-04-01,42898.2
"1087","ES",2012-04-01,244227
"1088","EU15",2012-04-01,2777495.9
"1089","EU27_2019",2012-04-01,2553603
"1090","EU28",2012-04-01,3009639.6
"1091","FI",2012-04-01,43315
"1092","FR",2012-04-01,470336
"1093","HR",2012-04-01,9315.5
"1094","HU",2012-04-01,20335
"1095","IE",2012-04-01,40061
"1096","IT",2012-04-01,364340.9
"1097","LT",2012-04-01,7476.8
"1098","LU",2012-04-01,9814.1
"1099","LV",2012-04-01,4839.5
"1100","ME",2012-04-01,NA
"1101","MK",2012-04-01,1630.3
"1102","MT",2012-04-01,1581.3
"1103","NL",2012-04-01,150741
"1104","NO",2012-04-01,86115.5
"1105","PL",2012-04-01,82745.7
"1106","PT",2012-04-01,36730.6
"1107","RO",2012-04-01,27522.6
"1108","RS",2012-04-01,6958.8
"1109","SE",2012-04-01,94722.5
"1110","SI",2012-04-01,8106.1
"1111","SK",2012-04-01,16543.1
"1112","TR",2012-04-01,145863.4
"1113","UK",2012-04-01,456260.6
"1114","XK",2012-04-01,1074.7
"1115","AL",2012-01-01,1864.7
"1116","AT",2012-01-01,68457.8
"1117","BA",2012-01-01,2502.7
"1118","BE",2012-01-01,84693
"1119","BG",2012-01-01,7409.7
"1120","CH",2012-01-01,123684.3
"1121","CY",2012-01-01,4271.3
"1122","CZ",2012-01-01,34544.5
"1123","DE",2012-01-01,611745
"1124","DK",2012-01-01,52705.3
"1125","EA",2012-01-01,2154566.3
"1126","EA12",2012-01-01,2122279.1
"1127","EA19",2012-01-01,2165579.1
"1128","EE",2012-01-01,3626.2
"1129","EL",2012-01-01,39697.6
"1130","ES",2012-01-01,228907
"1131","EU15",2012-01-01,2716877.6
"1132","EU27_2019",2012-01-01,2479348.8
"1133","EU28",2012-01-01,2932008
"1134","FI",2012-01-01,41734
"1135","FR",2012-01-01,468386
"1136","HR",2012-01-01,8492.2
"1137","HU",2012-01-01,18351.4
"1138","IE",2012-01-01,39718.6
"1139","IT",2012-01-01,347792.9
"1140","LT",2012-01-01,6715
"1141","LU",2012-01-01,9601
"1142","LV",2012-01-01,4298.3
"1143","ME",2012-01-01,NA
"1144","MK",2012-01-01,1471.4
"1145","MT",2012-01-01,1471.1
"1146","NL",2012-01-01,145430
"1147","NO",2012-01-01,90627.4
"1148","PL",2012-01-01,80054.2
"1149","PT",2012-01-01,36506.6
"1150","RO",2012-01-01,22950.9
"1151","RS",2012-01-01,6592.4
"1152","SE",2012-01-01,89220.4
"1153","SI",2012-01-01,7515.6
"1154","SK",2012-01-01,15407.1
"1155","TR",2012-01-01,124911
"1156","UK",2012-01-01,452886.8
"1157","XK",2012-01-01,811
"1158","AL",2011-10-01,2139.1
"1159","AT",2011-10-01,71799.5
"1160","BA",2011-10-01,2752.3
"1161","BE",2011-10-01,88520
"1162","BG",2011-10-01,9388.5
"1163","CH",2011-10-01,122679.2
"1164","CY",2011-10-01,4461.7
"1165","CZ",2011-10-01,37796.1
"1166","DE",2011-10-01,615884
"1167","DK",2011-10-01,55032.1
"1168","EA",2011-10-01,2252971.4
"1169","EA12",2011-10-01,2218925
"1170","EA19",2011-10-01,2265131.7
"1171","EE",2011-10-01,3841.5
"1172","EL",2011-10-01,44791.7
"1173","ES",2011-10-01,258485
"1174","EU15",2011-10-01,2799353.7
"1175","EU27_2019",2011-10-01,2611834.9
"1176","EU28",2011-10-01,3046158
"1177","FI",2011-10-01,44718
"1178","FR",2011-10-01,470978
"1179","HR",2011-10-01,9460.2
"1180","HU",2011-10-01,22247.6
"1181","IE",2011-10-01,38701.6
"1182","IT",2011-10-01,386290.8
"1183","LT",2011-10-01,7222.1
"1184","LU",2011-10-01,10150.9
"1185","LV",2011-10-01,4939
"1186","ME",2011-10-01,NA
"1187","MK",2011-10-01,1730.4
"1188","MT",2011-10-01,1465.6
"1189","NL",2011-10-01,149435
"1190","NO",2011-10-01,85825.9
"1191","PL",2011-10-01,88274.9
"1192","PT",2011-10-01,38861.2
"1193","RO",2011-10-01,33350.9
"1194","RS",2011-10-01,8071.7
"1195","SE",2011-10-01,91059.9
"1196","SI",2011-10-01,7952
"1197","SK",2011-10-01,16289.7
"1198","TR",2011-10-01,137954.2
"1199","UK",2011-10-01,434549.2
"1200","XK",2011-10-01,1029.1
"1201","AL",2011-07-01,1988.2
"1202","AT",2011-07-01,69595.1
"1203","BA",2011-07-01,3139.5
"1204","BE",2011-07-01,82657
"1205","BG",2011-07-01,9831.4
"1206","CH",2011-07-01,128495.8
"1207","CY",2011-07-01,4392.6
"1208","CZ",2011-07-01,37782.4
"1209","DE",2011-07-01,620147
"1210","DK",2011-07-01,53005.1
"1211","EA",2011-07-01,2182530.2
"1212","EA12",2011-07-01,2147539.9
"1213","EA19",2011-07-01,2194745.6
"1214","EE",2011-07-01,3700.6
"1215","EL",2011-07-01,47160
"1216","ES",2011-07-01,240030
"1217","EU15",2011-07-01,2700018.9
"1218","EU27_2019",2011-07-01,2527649.8
"1219","EU28",2011-07-01,2940656.3
"1220","FI",2011-07-01,42340
"1221","FR",2011-07-01,452275
"1222","HR",2011-07-01,10244.5
"1223","HU",2011-07-01,22077.4
"1224","IE",2011-07-01,38671.4
"1225","IT",2011-07-01,362867.8
"1226","LT",2011-07-01,7557.8
"1227","LU",2011-07-01,9461.7
"1228","LV",2011-07-01,4658.3
"1229","ME",2011-07-01,NA
"1230","MK",2011-07-01,1652.8
"1231","MT",2011-07-01,1556.7
"1232","NL",2011-07-01,143366
"1233","NO",2011-07-01,78676
"1234","PL",2011-07-01,81205
"1235","PT",2011-07-01,38423.8
"1236","RO",2011-07-01,32133.1
"1237","RS",2011-07-01,7679.2
"1238","SE",2011-07-01,86459.4
"1239","SI",2011-07-01,8297.8
"1240","SK",2011-07-01,17036.1
"1241","TR",2011-07-01,136497.2
"1242","UK",2011-07-01,413211
"1243","XK",2011-07-01,1047.5
"1244","AL",2011-04-01,2056.2
"1245","AT",2011-04-01,68784.1
"1246","BA",2011-04-01,2935.4
"1247","BE",2011-04-01,85750
"1248","BG",2011-04-01,9083.3
"1249","CH",2011-04-01,120103.1
"1250","CY",2011-04-01,4441.3
"1251","CZ",2011-04-01,37675.4
"1252","DE",2011-04-01,598278
"1253","DK",2011-04-01,53914
"1254","EA",2011-04-01,2203408
"1255","EA12",2011-04-01,2169482.7
"1256","EA19",2011-04-01,2214972.9
"1257","EE",2011-04-01,3706.9
"1258","EL",2011-04-01,46883.4
"1259","ES",2011-04-01,251452
"1260","EU15",2011-04-01,2722591.2
"1261","EU27_2019",2011-04-01,2550588.9
"1262","EU28",2011-04-01,2957860
"1263","FI",2011-04-01,42818
"1264","FR",2011-04-01,464975
"1265","HR",2011-04-01,9745.8
"1266","HU",2011-04-01,22215.8
"1267","IE",2011-04-01,39462.4
"1268","IT",2011-04-01,372370.3
"1269","LT",2011-04-01,7139.1
"1270","LU",2011-04-01,9628.4
"1271","LV",2011-04-01,4426.4
"1272","ME",2011-04-01,NA
"1273","MK",2011-04-01,1646.8
"1274","MT",2011-04-01,1490.4
"1275","NL",2011-04-01,149199
"1276","NO",2011-04-01,76986.8
"1277","PL",2011-04-01,83439.3
"1278","PT",2011-04-01,39336.7
"1279","RO",2011-04-01,27414.3
"1280","RS",2011-04-01,7508.5
"1281","SE",2011-04-01,91938.3
"1282","SI",2011-04-01,8349.1
"1283","SK",2011-04-01,15954.3
"1284","TR",2011-04-01,130073.5
"1285","UK",2011-04-01,407457.5
"1286","XK",2011-04-01,1028.9
"1287","AL",2011-01-01,1875.7
"1288","AT",2011-01-01,66225.3
"1289","BA",2011-01-01,2541.4
"1290","BE",2011-01-01,82717
"1291","BG",2011-01-01,7807.2
"1292","CH",2011-01-01,115092
"1293","CY",2011-01-01,4226.3
"1294","CZ",2011-01-01,34756.3
"1295","DE",2011-01-01,593769
"1296","DK",2011-01-01,51957.3
"1297","EA",2011-01-01,2129570.6
"1298","EA12",2011-01-01,2098348.7
"1299","EA19",2011-01-01,2139738.5
"1300","EE",2011-01-01,3367.3
"1301","EL",2011-01-01,43074.1
"1302","ES",2011-01-01,233703
"1303","EU15",2011-01-01,2675506.8
"1304","EU27_2019",2011-01-01,2454537.6
"1305","EU28",2011-01-01,2891787.1
"1306","FI",2011-01-01,40578
"1307","FR",2011-01-01,460354
"1308","HR",2011-01-01,8821.8
"1309","HU",2011-01-01,19508.8
"1310","IE",2011-01-01,38227.4
"1311","IT",2011-01-01,348805.2
"1312","LT",2011-01-01,6241.1
"1313","LU",2011-01-01,9498.1
"1314","LV",2011-01-01,3926.9
"1315","ME",2011-01-01,NA
"1316","MK",2011-01-01,1460.9
"1317","MT",2011-01-01,1441
"1318","NL",2011-01-01,143953
"1319","NO",2011-01-01,79407.2
"1320","PL",2011-01-01,80872.8
"1321","PT",2011-01-01,37621.1
"1322","RO",2011-01-01,22927.2
"1323","RS",2011-01-01,6651.2
"1324","SE",2011-01-01,87998.9
"1325","SI",2011-01-01,7506.6
"1326","SK",2011-01-01,14701.6
"1327","TR",2011-01-01,118820.9
"1328","UK",2011-01-01,437406.6
"1329","XK",2011-01-01,839.5
"1330","AL",2010-10-01,2048.2
"1331","AT",2010-10-01,69868.6
"1332","BA",2010-10-01,2698.3
"1333","BE",2010-10-01,85908
"1334","BG",2010-10-01,9400.6
"1335","CH",2010-10-01,112910
"1336","CY",2010-10-01,4389.9
"1337","CZ",2010-10-01,37817.1
"1338","DE",2010-10-01,598305
"1339","DK",2010-10-01,54511.2
"1340","EA",2010-10-01,2224901.3
"1341","EA12",2010-10-01,2195389.9
"1342","EA19",2010-10-01,2239166.2
"1343","EE",2010-10-01,3443.4
"1344","EL",2010-10-01,49823.9
"1345","ES",2010-10-01,262215
"1346","EU15",2010-10-01,2761094.1
"1347","EU27_2019",2010-10-01,2586550.1
"1348","EU28",2010-10-01,3008363.6
"1349","FI",2010-10-01,43828
"1350","FR",2010-10-01,461870
"1351","HR",2010-10-01,9488.2
"1352","HU",2010-10-01,23486.7
"1353","IE",2010-10-01,38138.9
"1354","IT",2010-10-01,387254.3
"1355","LT",2010-10-01,6517.2
"1356","LU",2010-10-01,9755.9
"1357","LV",2010-10-01,4304.3
"1358","ME",2010-10-01,NA
"1359","MK",2010-10-01,1608.3
"1360","MT",2010-10-01,1424.8
"1361","NL",2010-10-01,147880
"1362","NO",2010-10-01,77010.1
"1363","PL",2010-10-01,90413.1
"1364","PT",2010-10-01,40564.6
"1365","RO",2010-10-01,32809.7
"1366","RS",2010-10-01,7082
"1367","SE",2010-10-01,89474.9
"1368","SI",2010-10-01,7952.5
"1369","SK",2010-10-01,15693.1
"1370","TR",2010-10-01,141388.2
"1371","UK",2010-10-01,421946.8
"1372","XK",2010-10-01,1010.2
"1373","AL",2010-07-01,1977
"1374","AT",2010-07-01,67114.3
"1375","BA",2010-07-01,3072.7
"1376","BE",2010-07-01,79764
"1377","BG",2010-07-01,8998.9
"1378","CH",2010-07-01,110807.7
"1379","CY",2010-07-01,4305.8
"1380","CZ",2010-07-01,36410.1
"1381","DE",2010-07-01,594584
"1382","DK",2010-07-01,52948.8
"1383","EA",2010-07-01,2128239.9
"1384","EA12",2010-07-01,2097998.8
"1385","EA19",2010-07-01,2142256.7
"1386","EE",2010-07-01,3282.7
"1387","EL",2010-07-01,50423.8
"1388","ES",2010-07-01,241196
"1389","EU15",2010-07-01,2659013.7
"1390","EU27_2019",2010-07-01,2459790.2
"1391","EU28",2010-07-01,2887422
"1392","FI",2010-07-01,40222
"1393","FR",2010-07-01,441585
"1394","HR",2010-07-01,10318.8
"1395","HU",2010-07-01,20759.2
"1396","IE",2010-07-01,38097.5
"1397","IT",2010-07-01,355416.5
"1398","LT",2010-07-01,6657.9
"1399","LU",2010-07-01,8884.3
"1400","LV",2010-07-01,4076
"1401","ME",2010-07-01,NA
"1402","MK",2010-07-01,1595.8
"1403","MT",2010-07-01,1537.7
"1404","NL",2010-07-01,141134
"1405","NO",2010-07-01,69729.9
"1406","PL",2010-07-01,77650.7
"1407","PT",2010-07-01,39532.6
"1408","RO",2010-07-01,29937.5
"1409","RS",2010-07-01,6744.9
"1410","SE",2010-07-01,80549.2
"1411","SI",2010-07-01,8114.8
"1412","SK",2010-07-01,16294.6
"1413","TR",2010-07-01,143804.4
"1414","UK",2010-07-01,427710.2
"1415","XK",2010-07-01,965.4
"1416","AL",2010-04-01,2075.5
"1417","AT",2010-04-01,64840.2
"1418","BA",2010-04-01,2786.2
"1419","BE",2010-04-01,82308
"1420","BG",2010-04-01,8004.7
"1421","CH",2010-04-01,103900.9
"1422","CY",2010-04-01,4233.9
"1423","CZ",2010-04-01,35425.9
"1424","DE",2010-04-01,570192
"1425","DK",2010-04-01,52665.4
"1426","EA",2010-04-01,2138260.6
"1427","EA12",2010-04-01,2109164.2
"1428","EA19",2010-04-01,2151760.9
"1429","EE",2010-04-01,3231.6
"1430","EL",2010-04-01,51166.1
"1431","ES",2010-04-01,252675
"1432","EU15",2010-04-01,2656144.5
"1433","EU27_2019",2010-04-01,2462909.4
"1434","EU28",2010-04-01,2875237.9
"1435","FI",2010-04-01,41080
"1436","FR",2010-04-01,451043
"1437","HR",2010-04-01,9656.4
"1438","HU",2010-04-01,20525.5
"1439","IE",2010-04-01,37922.6
"1440","IT",2010-04-01,362138.5
"1441","LT",2010-04-01,6385.8
"1442","LU",2010-04-01,9034.3
"1443","LV",2010-04-01,3882.5
"1444","ME",2010-04-01,NA
"1445","MK",2010-04-01,1503.4
"1446","MT",2010-04-01,1460.8
"1447","NL",2010-04-01,145926
"1448","NO",2010-04-01,71548.4
"1449","PL",2010-04-01,76278.5
"1450","PT",2010-04-01,40178.7
"1451","RO",2010-04-01,26584.9
"1452","RS",2010-04-01,6461.6
"1453","SE",2010-04-01,82101.8
"1454","SI",2010-04-01,8158.3
"1455","SK",2010-04-01,15278.6
"1456","TR",2010-04-01,125010.4
"1457","UK",2010-04-01,412342.9
"1458","XK",2010-04-01,959.6
"1459","AL",2010-01-01,1721.1
"1460","AT",2010-01-01,61810.4
"1461","BA",2010-01-01,2435.1
"1462","BE",2010-01-01,78554
"1463","BG",2010-01-01,6841.8
"1464","CH",2010-01-01,97763.9
"1465","CY",2010-01-01,4069.8
"1466","CZ",2010-01-01,32142.5
"1467","DE",2010-01-01,558614
"1468","DK",2010-01-01,49714.6
"1469","EA",2010-01-01,2051650.1
"1470","EA12",2010-01-01,2024757.7
"1471","EA19",2010-01-01,2063766.1
"1472","EE",2010-01-01,2916.6
"1473","EL",2010-01-01,48230
"1474","ES",2010-01-01,233797
"1475","EU15",2010-01-01,2552328.9
"1476","EU27_2019",2010-01-01,2349626.3
"1477","EU28",2010-01-01,2754388.2
"1478","FI",2010-01-01,38490
"1479","FR",2010-01-01,443292
"1480","HR",2010-01-01,8885.1
"1481","HU",2010-01-01,18890.3
"1482","IE",2010-01-01,37965.8
"1483","IT",2010-01-01,338437.3
"1484","LT",2010-01-01,5648.8
"1485","LU",2010-01-01,8462.7
"1486","LV",2010-01-01,3550.1
"1487","ME",2010-01-01,NA
"1488","MK",2010-01-01,1423.9
"1489","MT",2010-01-01,1367.4
"1490","NL",2010-01-01,139340
"1491","NO",2010-01-01,70290.4
"1492","PL",2010-01-01,74029.1
"1493","PT",2010-01-01,38050
"1494","RO",2010-01-01,22370.3
"1495","RS",2010-01-01,6062.2
"1496","SE",2010-01-01,73179.5
"1497","SI",2010-01-01,7357
"1498","SK",2010-01-01,14102
"1499","TR",2010-01-01,101978.7
"1500","UK",2010-01-01,404689
"1501","XK",2010-01-01,752.1
"1502","AL",2009-10-01,1816
"1503","AT",2009-10-01,67775.9
"1504","BA",2009-10-01,2603.2
"1505","BE",2009-10-01,82103
"1506","BG",2009-10-01,8655.8
"1507","CH",2009-10-01,95579.6
"1508","CY",2009-10-01,4225.1
"1509","CZ",2009-10-01,35841.6
"1510","DE",2009-10-01,568445
"1511","DK",2009-10-01,51606.6
"1512","EA",2009-10-01,2163591.6
"1513","EA12",2009-10-01,2135181.1
"1514","EA19",2009-10-01,2176847.8
"1515","EE",2009-10-01,3050.3
"1516","EL",2009-10-01,55333.4
"1517","ES",2009-10-01,262847
"1518","EU15",2009-10-01,2648443.6
"1519","EU27_2019",2009-10-01,2493681
"1520","EU28",2009-10-01,2883049.6
"1521","FI",2009-10-01,41316
"1522","FR",2009-10-01,448275
"1523","HR",2009-10-01,9479.2
"1524","HU",2009-10-01,22822.5
"1525","IE",2009-10-01,36959.5
"1526","IT",2009-10-01,378718.5
"1527","LT",2009-10-01,6025.3
"1528","LU",2009-10-01,8911.4
"1529","LV",2009-10-01,4180.5
"1530","MK",2009-10-01,1589.2
"1531","MT",2009-10-01,1337.7
"1532","NL",2009-10-01,143323
"1533","NO",2009-10-01,68003
"1534","PL",2009-10-01,81737.5
"1535","PT",2009-10-01,40414.9
"1536","RO",2009-10-01,34931.6
"1537","RS",2009-10-01,7282.7
"1538","SE",2009-10-01,72325.2
"1539","SI",2009-10-01,7962.9
"1540","SK",2009-10-01,14850.8
"1541","TR",2009-10-01,110712.5
"1542","UK",2009-10-01,389207.9
"1543","AL",2009-07-01,1870
"1544","AT",2009-07-01,64554.9
"1545","BA",2009-07-01,2996.3
"1546","BE",2009-07-01,75963
"1547","BG",2009-07-01,8684.3
"1548","CH",2009-07-01,94344.5
"1549","CY",2009-07-01,4116.5
"1550","CZ",2009-07-01,34798.6
"1551","DE",2009-07-01,564824
"1552","DK",2009-07-01,49934.3
"1553","EA",2009-07-01,2072931.7
"1554","EA12",2009-07-01,2044052.5
"1555","EA19",2009-07-01,2086265
"1556","EE",2009-07-01,3019
"1557","EL",2009-07-01,55084.6
"1558","ES",2009-07-01,248659
"1559","EU15",2009-07-01,2561574.5
"1560","EU27_2019",2009-07-01,2378250.1
"1561","EU28",2009-07-01,2778803.9
"1562","FI",2009-07-01,39061
"1563","FR",2009-07-01,425993
"1564","HR",2009-07-01,10179.3
"1565","HU",2009-07-01,20491.2
"1566","IE",2009-07-01,37366.5
"1567","IT",2009-07-01,349003.7
"1568","LT",2009-07-01,6166.4
"1569","LU",2009-07-01,8015.6
"1570","LV",2009-07-01,4147.7
"1571","MK",2009-07-01,1472.9
"1572","MT",2009-07-01,1410.8
"1573","NL",2009-07-01,136455
"1574","NO",2009-07-01,61299
"1575","PL",2009-07-01,70381.4
"1576","PT",2009-07-01,38664.7
"1577","RO",2009-07-01,31083.5
"1578","RS",2009-07-01,7044.9
"1579","SE",2009-07-01,67038.8
"1580","SI",2009-07-01,8096.3
"1581","SK",2009-07-01,15251.1
"1582","TR",2009-07-01,112949.5
"1583","UK",2009-07-01,400425.6
"1584","AL",2009-04-01,2061.4
"1585","AT",2009-04-01,62857.7
"1586","BA",2009-04-01,2823.9
"1587","BE",2009-04-01,78262
"1588","BG",2009-04-01,8021.8
"1589","CH",2009-04-01,93268.5
"1590","CY",2009-04-01,4121.7
"1591","CZ",2009-04-01,33276.7
"1592","DE",2009-04-01,539641
"1593","DK",2009-04-01,49223.5
"1594","EA",2009-04-01,2080849
"1595","EA12",2009-04-01,2052854.4
"1596","EA19",2009-04-01,2094639.9
"1597","EE",2009-04-01,3156
"1598","EL",2009-04-01,53903.8
"1599","ES",2009-04-01,258263
"1600","EU15",2009-04-01,2561331.4
"1601","EU27_2019",2009-04-01,2374933.1
"1602","EU28",2009-04-01,2765334.7
"1603","FI",2009-04-01,39546
"1604","FR",2009-04-01,437264
"1605","HR",2009-04-01,9879.1
"1606","HU",2009-04-01,19427.4
"1607","IE",2009-04-01,39136
"1608","IT",2009-04-01,354478.6
"1609","LT",2009-04-01,6331.1
"1610","LU",2009-04-01,8084.6
"1611","LV",2009-04-01,4303.7
"1612","MK",2009-04-01,1461.9
"1613","MT",2009-04-01,1341.1
"1614","NL",2009-04-01,141220
"1615","NO",2009-04-01,59690.7
"1616","PL",2009-04-01,65631.9
"1617","PT",2009-04-01,39311.9
"1618","RO",2009-04-01,26510
"1619","RS",2009-04-01,6659.5
"1620","SE",2009-04-01,68854.3
"1621","SI",2009-04-01,8095.8
"1622","SK",2009-04-01,14447.7
"1623","TR",2009-04-01,100490.6
"1624","UK",2009-04-01,390441.8
"1625","AL",2009-01-01,1747.5
"1626","AT",2009-01-01,61482.5
"1627","BA",2009-01-01,2433.2
"1628","BE",2009-01-01,76268
"1629","BG",2009-01-01,7033.9
"1630","CH",2009-01-01,92967.7
"1631","CY",2009-01-01,3956.2
"1632","CZ",2009-01-01,30669.2
"1633","DE",2009-01-01,534326
"1634","DK",2009-01-01,48658
"1635","EA",2009-01-01,2023865.3
"1636","EA12",2009-01-01,1997701.9
"1637","EA19",2009-01-01,2036927.2
"1638","EE",2009-01-01,3055.7
"1639","EL",2009-01-01,48069.1
"1640","ES",2009-01-01,236324
"1641","EU15",2009-01-01,2501494.7
"1642","EU27_2019",2009-01-01,2299684.3
"1643","EU28",2009-01-01,2690719.8
"1644","FI",2009-01-01,38425
"1645","FR",2009-01-01,438609
"1646","HR",2009-01-01,8970.5
"1647","HU",2009-01-01,17559.9
"1648","IE",2009-01-01,38714.8
"1649","IT",2009-01-01,339450.5
"1650","LT",2009-01-01,5777.6
"1651","LU",2009-01-01,8123.5
"1652","LV",2009-01-01,4228.2
"1653","MK",2009-01-01,1324.7
"1654","MT",2009-01-01,1267.3
"1655","NL",2009-01-01,140187
"1656","NO",2009-01-01,59858.5
"1657","PL",2009-01-01,64733.9
"1658","PT",2009-01-01,37114.4
"1659","RO",2009-01-01,21318.9
"1660","RS",2009-01-01,6209.6
"1661","SE",2009-01-01,64120.6
"1662","SI",2009-01-01,7483.2
"1663","SK",2009-01-01,13483.3
"1664","TR",2009-01-01,87744.2
"1665","UK",2009-01-01,391374.1
"1666","AL",2008-10-01,2057.1
"1667","AT",2008-10-01,67204.7
"1668","BA",2008-10-01,2704.1
"1669","BE",2008-10-01,81079
"1670","BG",2008-10-01,8677.7
"1671","CH",2008-10-01,94502.8
"1672","CY",2008-10-01,4216
"1673","CZ",2008-10-01,37240.6
"1674","DE",2008-10-01,569985
"1675","DK",2008-10-01,53197.5
"1676","EA",2008-10-01,2171735.6
"1677","EA12",2008-10-01,2157888.1
"1678","EA19",2008-10-01,2203568.7
"1679","EE",2008-10-01,3645.4
"1680","EL",2008-10-01,54440.1
"1681","ES",2008-10-01,266298
"1682","EU15",2008-10-01,2708944.5
"1683","EU27_2019",2008-10-01,2532977.6
"1684","EU28",2008-10-01,2956481.4
"1685","FI",2008-10-01,43949
"1686","FR",2008-10-01,453111
"1687","HR",2008-10-01,10046.2
"1688","HU",2008-10-01,23938.6
"1689","IE",2008-10-01,40040.7
"1690","IT",2008-10-01,384486.9
"1691","LT",2008-10-01,7364.9
"1692","LU",2008-10-01,8638.2
"1693","LV",2008-10-01,5476.5
"1694","MK",2008-10-01,1689.1
"1695","MT",2008-10-01,1332.5
"1696","NL",2008-10-01,147345
"1697","NO",2008-10-01,68107.5
"1698","PL",2008-10-01,82842.8
"1699","PT",2008-10-01,40076.5
"1700","RO",2008-10-01,39319.5
"1701","RS",2008-10-01,7837.6
"1702","SE",2008-10-01,74438.7
"1703","SI",2008-10-01,8283.7
"1704","SK",2008-10-01,15364
"1705","TR",2008-10-01,113806.7
"1706","UK",2008-10-01,424295.9
"1707","AL",2008-07-01,1950.1
"1708","AT",2008-07-01,65564
"1709","BA",2008-07-01,3101.3
"1710","BE",2008-07-01,77250
"1711","BG",2008-07-01,8753.8
"1712","CH",2008-07-01,90808.1
"1713","CY",2008-07-01,4173.5
"1714","CZ",2008-07-01,39051.7
"1715","DE",2008-07-01,587993
"1716","DK",2008-07-01,52528.7
"1717","EA",2008-07-01,2125353.3
"1718","EA12",2008-07-01,2111101.9
"1719","EA19",2008-07-01,2158700.6
"1720","EE",2008-07-01,3714.6
"1721","EL",2008-07-01,55871.1
"1722","ES",2008-07-01,253053
"1723","EU15",2008-07-01,2688611.4
"1724","EU27_2019",2008-07-01,2491285.9
"1725","EU28",2008-07-01,2939058.6
"1726","FI",2008-07-01,42578
"1727","FR",2008-07-01,439140
"1728","HR",2008-07-01,11008.6
"1729","HU",2008-07-01,24394.7
"1730","IE",2008-07-01,41567.7
"1731","IT",2008-07-01,359089.3
"1732","LT",2008-07-01,7899.6
"1733","LU",2008-07-01,8436.1
"1734","LV",2008-07-01,5687.2
"1735","MK",2008-07-01,1472.7
"1736","MT",2008-07-01,1420.4
"1737","NL",2008-07-01,141864
"1738","NO",2008-07-01,72757.6
"1739","PL",2008-07-01,82769
"1740","PT",2008-07-01,38685.6
"1741","RO",2008-07-01,37129.6
"1742","RS",2008-07-01,8102
"1743","SE",2008-07-01,77309.1
"1744","SI",2008-07-01,8647.3
"1745","SK",2008-07-01,16069.8
"1746","TR",2008-07-01,131412.2
"1747","UK",2008-07-01,448790
"1748","AL",2008-04-01,1984.1
"1749","AT",2008-04-01,65552.1
"1750","BA",2008-04-01,2818
"1751","BE",2008-04-01,81146
"1752","BG",2008-04-01,7451.1
"1753","CH",2008-04-01,90469.7
"1754","CY",2008-04-01,4116.2
"1755","CZ",2008-04-01,37029.8
"1756","DE",2008-04-01,580571
"1757","DK",2008-04-01,52081.1
"1758","EA",2008-04-01,2170347.5
"1759","EA12",2008-04-01,2156257.6
"1760","EA19",2008-04-01,2202466
"1761","EE",2008-04-01,3858.3
