"","nace_r2","geo","time","values"
"8470","Construction","France",1999-10-01,19365
"8471","Construction","Italy",1999-10-01,16494.7
"8472","Construction","Lithuania",1999-10-01,203.7
"8473","Construction","Luxembourg",1999-10-01,339.2
"8474","Construction","Latvia",1999-10-01,110
"8475","Wholesale and retail trade, transport, accomodation and food service activities","Switzerland",1999-10-01,14910.1
"8476","Wholesale and retail trade, transport, accomodation and food service activities","Cyprus",1999-10-01,648
"8477","Wholesale and retail trade, transport, accomodation and food service activities","Czechia",1999-10-01,3762.2
"8478","Wholesale and retail trade, transport, accomodation and food service activities","Finland",1999-10-01,5446.9
"8479","Wholesale and retail trade, transport, accomodation and food service activities","France",1999-10-01,66147.9
"8480","Wholesale and retail trade, transport, accomodation and food service activities","Italy",1999-10-01,66577.3
"8481","Wholesale and retail trade, transport, accomodation and food service activities","Lithuania",1999-10-01,838.5
"8482","Wholesale and retail trade, transport, accomodation and food service activities","Luxembourg",1999-10-01,1032.9
"8483","Wholesale and retail trade, transport, accomodation and food service activities","Latvia",1999-10-01,528.6
"8484","Information and communication","Switzerland",1999-10-01,2860.1
"8485","Information and communication","Cyprus",1999-10-01,65.3
"8486","Information and communication","Czechia",1999-10-01,924
"8487","Information and communication","Finland",1999-10-01,1373.2
"8488","Information and communication","France",1999-10-01,16300.7
"8489","Information and communication","Italy",1999-10-01,12512.6
"8490","Information and communication","Lithuania",1999-10-01,160.6
"8491","Information and communication","Luxembourg",1999-10-01,345.6
"8492","Information and communication","Latvia",1999-10-01,71
"8493","Financial and insurance activities","Switzerland",1999-10-01,8452.7
"8494","Financial and insurance activities","Cyprus",1999-10-01,195.7
"8495","Financial and insurance activities","Czechia",1999-10-01,1019.7
"8496","Financial and insurance activities","Finland",1999-10-01,973
"8497","Financial and insurance activities","France",1999-10-01,13177.5
"8498","Financial and insurance activities","Italy",1999-10-01,16381.1
"8499","Financial and insurance activities","Lithuania",1999-10-01,90
"8500","Financial and insurance activities","Luxembourg",1999-10-01,1276.8
"8501","Financial and insurance activities","Latvia",1999-10-01,77.3
"8502","Real estate activities","Switzerland",1999-10-01,5586.1
"8503","Real estate activities","Cyprus",1999-10-01,212.5
"8504","Real estate activities","Czechia",1999-10-01,1692.6
"8505","Real estate activities","Finland",1999-10-01,3347.6
"8506","Real estate activities","France",1999-10-01,42520.1
"8507","Real estate activities","Italy",1999-10-01,37572.3
"8508","Real estate activities","Lithuania",1999-10-01,262.4
"8509","Real estate activities","Luxembourg",1999-10-01,480
"8510","Real estate activities","Latvia",1999-10-01,232.6
"8511","Professional, scientific and technical activities; administrative and support service activities","Switzerland",1999-10-01,5998.2
"8512","Professional, scientific and technical activities; administrative and support service activities","Cyprus",1999-10-01,206.9
"8513","Professional, scientific and technical activities; administrative and support service activities","Czechia",1999-10-01,1498.8
"8514","Professional, scientific and technical activities; administrative and support service activities","Finland",1999-10-01,2208
"8515","Professional, scientific and technical activities; administrative and support service activities","France",1999-10-01,45585.8
"8516","Professional, scientific and technical activities; administrative and support service activities","Italy",1999-10-01,32274
"8517","Professional, scientific and technical activities; administrative and support service activities","Lithuania",1999-10-01,133.8
"8518","Professional, scientific and technical activities; administrative and support service activities","Luxembourg",1999-10-01,472.5
"8519","Professional, scientific and technical activities; administrative and support service activities","Latvia",1999-10-01,112.8
"8520","Public administration, defence, education, human health and social work activities","Switzerland",1999-10-01,12673
"8521","Public administration, defence, education, human health and social work activities","Cyprus",1999-10-01,572.8
"8522","Public administration, defence, education, human health and social work activities","Czechia",1999-10-01,3419.8
"8523","Public administration, defence, education, human health and social work activities","Finland",1999-10-01,6891.3
"8524","Public administration, defence, education, human health and social work activities","France",1999-10-01,81084
"8525","Public administration, defence, education, human health and social work activities","Italy",1999-10-01,53252.1
"8526","Public administration, defence, education, human health and social work activities","Lithuania",1999-10-01,572.7
"8527","Public administration, defence, education, human health and social work activities","Luxembourg",1999-10-01,834
"8528","Public administration, defence, education, human health and social work activities","Latvia",1999-10-01,495.1
"8529","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Switzerland",1999-10-01,1719.3
"8530","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Cyprus",1999-10-01,93.1
"8531","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Czechia",1999-10-01,645.1
"8532","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Finland",1999-10-01,880
"8533","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","France",1999-10-01,10449.4
"8534","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Hungary",1999-10-01,468.2
"8535","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Italy",1999-10-01,11660.2
"8536","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Lithuania",1999-10-01,71
"8537","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Luxembourg",1999-10-01,125.9
"8538","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Latvia",1999-10-01,69.7
"8539","Total - all NACE activities","Austria",1999-10-01,52145.8
"8540","Total - all NACE activities","Switzerland",1999-10-01,72721.7
"8541","Total - all NACE activities","Cyprus",1999-10-01,2629.3
"8542","Total - all NACE activities","Czechia",1999-10-01,20348.2
"8543","Total - all NACE activities","Finland",1999-10-01,32120.7
"8544","Total - all NACE activities","France",1999-10-01,362904
"8545","Total - all NACE activities","Hungary",1999-10-01,16424.9
"8546","Total - all NACE activities","Italy",1999-10-01,327220
"8547","Total - all NACE activities","Lithuania",1999-10-01,3198.8
"8548","Total - all NACE activities","Luxembourg",1999-10-01,5640.2
"8549","Total - all NACE activities","Latvia",1999-10-01,2146.2
"8550","Total - all NACE activities","Netherlands",1999-10-01,114617.1
"8551","Agriculture, forestry and fishing","Switzerland",1999-07-01,733.4
"8552","Agriculture, forestry and fishing","Cyprus",1999-07-01,113.6
"8553","Agriculture, forestry and fishing","Czechia",1999-07-01,833.5
"8554","Agriculture, forestry and fishing","Finland",1999-07-01,918.3
"8555","Agriculture, forestry and fishing","France",1999-07-01,7519.8
"8556","Agriculture, forestry and fishing","Italy",1999-07-01,11796.1
"8557","Agriculture, forestry and fishing","Lithuania",1999-07-01,355.1
"8558","Agriculture, forestry and fishing","Luxembourg",1999-07-01,50.4
"8559","Agriculture, forestry and fishing","Latvia",1999-07-01,116.8
"8560","Industry (except construction)","Switzerland",1999-07-01,15243.4
"8561","Industry (except construction)","Cyprus",1999-07-01,296.9
"8562","Industry (except construction)","Czechia",1999-07-01,5018
"8563","Industry (except construction)","Finland",1999-07-01,6779.6
"8564","Industry (except construction)","France",1999-07-01,53554.3
"8565","Industry (except construction)","Hungary",1999-07-01,3877.2
"8566","Industry (except construction)","Italy",1999-07-01,59072.7
"8567","Industry (except construction)","Lithuania",1999-07-01,661.4
"8568","Industry (except construction)","Luxembourg",1999-07-01,621.1
"8569","Industry (except construction)","Latvia",1999-07-01,339.3
"8570","Manufacturing","Switzerland",1999-07-01,13054.9
"8571","Manufacturing","Cyprus",1999-07-01,236.9
"8572","Manufacturing","Czechia",1999-07-01,4114.1
"8573","Manufacturing","Finland",1999-07-01,6046.5
"8574","Manufacturing","France",1999-07-01,45044.4
"8575","Manufacturing","Hungary",1999-07-01,3145.4
"8576","Manufacturing","Italy",1999-07-01,50490.7
"8577","Manufacturing","Lithuania",1999-07-01,532.8
"8578","Manufacturing","Luxembourg",1999-07-01,527
"8579","Manufacturing","Latvia",1999-07-01,267.2
"8580","Construction","Switzerland",1999-07-01,3820.7
"8581","Construction","Cyprus",1999-07-01,180.4
