GDP,Geography,Industry,Quarter
"13,537",Rocky Mountain,Administrative and waste management services,2006 Q3
"6,071",South Carolina,Administrative and waste management services,2006 Q3
573,South Dakota,Administrative and waste management services,2006 Q3
"102,881",Southeast,Administrative and waste management services,2006 Q3
"52,742",Southwest,Administrative and waste management services,2006 Q3
"9,983",Tennessee,Administrative and waste management services,2006 Q3
"34,699",Texas,Administrative and waste management services,2006 Q3
"420,518",United States,Administrative and waste management services,2006 Q3
"3,061",Utah,Administrative and waste management services,2006 Q3
466,Vermont,Administrative and waste management services,2006 Q3
"10,505",Virginia,Administrative and waste management services,2006 Q3
"9,101",Washington,Administrative and waste management services,2006 Q3
"1,183",West Virginia,Administrative and waste management services,2006 Q3
"5,462",Wisconsin,Administrative and waste management services,2006 Q3
354,Wyoming,Administrative and waste management services,2006 Q3
"2,348",Alabama,"Agriculture, forestry, fishing, and hunting",2006 Q3
291,Alaska,"Agriculture, forestry, fishing, and hunting",2006 Q3
"2,027",Arizona,"Agriculture, forestry, fishing, and hunting",2006 Q3
"2,952",Arkansas,"Agriculture, forestry, fishing, and hunting",2006 Q3
"26,279",California,"Agriculture, forestry, fishing, and hunting",2006 Q3
"2,161",Colorado,"Agriculture, forestry, fishing, and hunting",2006 Q3
354,Connecticut,"Agriculture, forestry, fishing, and hunting",2006 Q3
354,Delaware,"Agriculture, forestry, fishing, and hunting",2006 Q3
3,District of Columbia,"Agriculture, forestry, fishing, and hunting",2006 Q3
"37,061",Far West,"Agriculture, forestry, fishing, and hunting",2006 Q3
"6,624",Florida,"Agriculture, forestry, fishing, and hunting",2006 Q3
"3,332",Georgia,"Agriculture, forestry, fishing, and hunting",2006 Q3
"14,984",Great Lakes,"Agriculture, forestry, fishing, and hunting",2006 Q3
457,Hawaii,"Agriculture, forestry, fishing, and hunting",2006 Q3
"2,447",Idaho,"Agriculture, forestry, fishing, and hunting",2006 Q3
"3,638",Illinois,"Agriculture, forestry, fishing, and hunting",2006 Q3
"2,591",Indiana,"Agriculture, forestry, fishing, and hunting",2006 Q3
"5,183",Iowa,"Agriculture, forestry, fishing, and hunting",2006 Q3
"2,842",Kansas,"Agriculture, forestry, fishing, and hunting",2006 Q3
"2,511",Kentucky,"Agriculture, forestry, fishing, and hunting",2006 Q3
"1,599",Louisiana,"Agriculture, forestry, fishing, and hunting",2006 Q3
796,Maine,"Agriculture, forestry, fishing, and hunting",2006 Q3
823,Maryland,"Agriculture, forestry, fishing, and hunting",2006 Q3
798,Massachusetts,"Agriculture, forestry, fishing, and hunting",2006 Q3
"2,743",Michigan,"Agriculture, forestry, fishing, and hunting",2006 Q3
"7,278",Mideast,"Agriculture, forestry, fishing, and hunting",2006 Q3
"4,947",Minnesota,"Agriculture, forestry, fishing, and hunting",2006 Q3
"1,677",Mississippi,"Agriculture, forestry, fishing, and hunting",2006 Q3
"2,922",Missouri,"Agriculture, forestry, fishing, and hunting",2006 Q3
"1,021",Montana,"Agriculture, forestry, fishing, and hunting",2006 Q3
"3,600",Nebraska,"Agriculture, forestry, fishing, and hunting",2006 Q3
281,Nevada,"Agriculture, forestry, fishing, and hunting",2006 Q3
"2,622",New England,"Agriculture, forestry, fishing, and hunting",2006 Q3
237,New Hampshire,"Agriculture, forestry, fishing, and hunting",2006 Q3
854,New Jersey,"Agriculture, forestry, fishing, and hunting",2006 Q3
"1,102",New Mexico,"Agriculture, forestry, fishing, and hunting",2006 Q3
"2,170",New York,"Agriculture, forestry, fishing, and hunting",2006 Q3
"4,358",North Carolina,"Agriculture, forestry, fishing, and hunting",2006 Q3
"1,631",North Dakota,"Agriculture, forestry, fishing, and hunting",2006 Q3
"2,477",Ohio,"Agriculture, forestry, fishing, and hunting",2006 Q3
"2,049",Oklahoma,"Agriculture, forestry, fishing, and hunting",2006 Q3
"3,978",Oregon,"Agriculture, forestry, fishing, and hunting",2006 Q3
"3,073",Pennsylvania,"Agriculture, forestry, fishing, and hunting",2006 Q3
"22,694",Plains,"Agriculture, forestry, fishing, and hunting",2006 Q3
102,Rhode Island,"Agriculture, forestry, fishing, and hunting",2006 Q3
"6,703",Rocky Mountain,"Agriculture, forestry, fishing, and hunting",2006 Q3
"1,228",South Carolina,"Agriculture, forestry, fishing, and hunting",2006 Q3
"1,573",South Dakota,"Agriculture, forestry, fishing, and hunting",2006 Q3
"29,804",Southeast,"Agriculture, forestry, fishing, and hunting",2006 Q3
"13,166",Southwest,"Agriculture, forestry, fishing, and hunting",2006 Q3
"1,431",Tennessee,"Agriculture, forestry, fishing, and hunting",2006 Q3
"8,008",Texas,"Agriculture, forestry, fishing, and hunting",2006 Q3
"133,823",United States,"Agriculture, forestry, fishing, and hunting",2006 Q3
523,Utah,"Agriculture, forestry, fishing, and hunting",2006 Q3
328,Vermont,"Agriculture, forestry, fishing, and hunting",2006 Q3
"1,481",Virginia,"Agriculture, forestry, fishing, and hunting",2006 Q3
"5,780",Washington,"Agriculture, forestry, fishing, and hunting",2006 Q3
262,West Virginia,"Agriculture, forestry, fishing, and hunting",2006 Q3
"3,552",Wisconsin,"Agriculture, forestry, fishing, and hunting",2006 Q3
550,Wyoming,"Agriculture, forestry, fishing, and hunting",2006 Q3
"175,645",Alabama,All industry total,2006 Q3
"44,211",Alaska,All industry total,2006 Q3
"266,702",Arizona,All industry total,2006 Q3
"102,381",Arkansas,All industry total,2006 Q3
"1,963,233",California,All industry total,2006 Q3
"245,716",Colorado,All industry total,2006 Q3
"236,298",Connecticut,All industry total,2006 Q3
"58,248",Delaware,All industry total,2006 Q3
"96,493",District of Columbia,All industry total,2006 Q3
"2,713,236",Far West,All industry total,2006 Q3
"798,009",Florida,All industry total,2006 Q3
"421,703",Georgia,All industry total,2006 Q3
"2,136,879",Great Lakes,All industry total,2006 Q3
"66,208",Hawaii,All industry total,2006 Q3
"54,697",Idaho,All industry total,2006 Q3
"663,478",Illinois,All industry total,2006 Q3
"277,439",Indiana,All industry total,2006 Q3
"136,913",Iowa,All industry total,2006 Q3
"121,262",Kansas,All industry total,2006 Q3
"164,643",Kentucky,All industry total,2006 Q3
"211,025",Louisiana,All industry total,2006 Q3
"51,639",Maine,All industry total,2006 Q3
"298,149",Maryland,All industry total,2006 Q3
"377,914",Massachusetts,All industry total,2006 Q3
"426,660",Michigan,All industry total,2006 Q3
"2,666,665",Mideast,All industry total,2006 Q3
"265,222",Minnesota,All industry total,2006 Q3
"92,875",Mississippi,All industry total,2006 Q3
"251,171",Missouri,All industry total,2006 Q3
"35,054",Montana,All industry total,2006 Q3
"84,055",Nebraska,All industry total,2006 Q3
"134,507",Nevada,All industry total,2006 Q3
"805,379",New England,All industry total,2006 Q3
"61,955",New Hampshire,All industry total,2006 Q3
"500,932",New Jersey,All industry total,2006 Q3
"80,481",New Mexico,All industry total,2006 Q3
"1,141,863",New York,All industry total,2006 Q3
"414,947",North Carolina,All industry total,2006 Q3
"27,853",North Dakota,All industry total,2006 Q3
"514,275",Ohio,All industry total,2006 Q3
"138,015",Oklahoma,All industry total,2006 Q3
"168,807",Oregon,All industry total,2006 Q3
"570,879",Pennsylvania,All industry total,2006 Q3
"919,864",Plains,All industry total,2006 Q3
"51,702",Rhode Island,All industry total,2006 Q3
"481,205",Rocky Mountain,All industry total,2006 Q3
"164,235",South Carolina,All industry total,2006 Q3
"33,615",South Dakota,All industry total,2006 Q3
"3,268,533",Southeast,All industry total,2006 Q3
"1,603,966",Southwest,All industry total,2006 Q3
"256,993",Tennessee,All industry total,2006 Q3
"1,120,311",Texas,All industry total,2006 Q3
"14,591,358",United States,All industry total,2006 Q3
"112,004",Utah,All industry total,2006 Q3
"25,925",Vermont,All industry total,2006 Q3
"404,449",Virginia,All industry total,2006 Q3
"336,926",Washington,All industry total,2006 Q3
"62,104",West Virginia,All industry total,2006 Q3
"255,184",Wisconsin,All industry total,2006 Q3
"34,067",Wyoming,All industry total,2006 Q3
640,Alabama,"Arts, entertainment, and recreation",2006 Q3
179,Alaska,"Arts, entertainment, and recreation",2006 Q3
"2,279",Arizona,"Arts, entertainment, and recreation",2006 Q3
374,Arkansas,"Arts, entertainment, and recreation",2006 Q3
"25,886",California,"Arts, entertainment, and recreation",2006 Q3
"2,948",Colorado,"Arts, entertainment, and recreation",2006 Q3
"1,905",Connecticut,"Arts, entertainment, and recreation",2006 Q3
426,Delaware,"Arts, entertainment, and recreation",2006 Q3
619,District of Columbia,"Arts, entertainment, and recreation",2006 Q3
"34,251",Far West,"Arts, entertainment, and recreation",2006 Q3
"12,297",Florida,"Arts, entertainment, and recreation",2006 Q3
"2,604",Georgia,"Arts, entertainment, and recreation",2006 Q3
"18,856",Great Lakes,"Arts, entertainment, and recreation",2006 Q3
650,Hawaii,"Arts, entertainment, and recreation",2006 Q3
361,Idaho,"Arts, entertainment, and recreation",2006 Q3
"5,794",Illinois,"Arts, entertainment, and recreation",2006 Q3
"3,441",Indiana,"Arts, entertainment, and recreation",2006 Q3
"1,107",Iowa,"Arts, entertainment, and recreation",2006 Q3
529,Kansas,"Arts, entertainment, and recreation",2006 Q3
882,Kentucky,"Arts, entertainment, and recreation",2006 Q3
"2,470",Louisiana,"Arts, entertainment, and recreation",2006 Q3
409,Maine,"Arts, entertainment, and recreation",2006 Q3
"2,392",Maryland,"Arts, entertainment, and recreation",2006 Q3
"3,286",Massachusetts,"Arts, entertainment, and recreation",2006 Q3
"3,752",Michigan,"Arts, entertainment, and recreation",2006 Q3
"26,978",Mideast,"Arts, entertainment, and recreation",2006 Q3
"2,551",Minnesota,"Arts, entertainment, and recreation",2006 Q3
670,Mississippi,"Arts, entertainment, and recreation",2006 Q3
"3,366",Missouri,"Arts, entertainment, and recreation",2006 Q3
451,Montana,"Arts, entertainment, and recreation",2006 Q3
426,Nebraska,"Arts, entertainment, and recreation",2006 Q3
"3,436",Nevada,"Arts, entertainment, and recreation",2006 Q3
"6,758",New England,"Arts, entertainment, and recreation",2006 Q3
494,New Hampshire,"Arts, entertainment, and recreation",2006 Q3
"3,962",New Jersey,"Arts, entertainment, and recreation",2006 Q3
436,New Mexico,"Arts, entertainment, and recreation",2006 Q3
"14,693",New York,"Arts, entertainment, and recreation",2006 Q3
"3,261",North Carolina,"Arts, entertainment, and recreation",2006 Q3
111,North Dakota,"Arts, entertainment, and recreation",2006 Q3
"4,018",Ohio,"Arts, entertainment, and recreation",2006 Q3
789,Oklahoma,"Arts, entertainment, and recreation",2006 Q3
"1,060",Oregon,"Arts, entertainment, and recreation",2006 Q3
"4,887",Pennsylvania,"Arts, entertainment, and recreation",2006 Q3
"8,334",Plains,"Arts, entertainment, and recreation",2006 Q3
437,Rhode Island,"Arts, entertainment, and recreation",2006 Q3
"4,796",Rocky Mountain,"Arts, entertainment, and recreation",2006 Q3
"1,051",South Carolina,"Arts, entertainment, and recreation",2006 Q3
245,South Dakota,"Arts, entertainment, and recreation",2006 Q3
"30,109",Southeast,"Arts, entertainment, and recreation",2006 Q3
"10,796",Southwest,"Arts, entertainment, and recreation",2006 Q3
"3,073",Tennessee,"Arts, entertainment, and recreation",2006 Q3
"7,292",Texas,"Arts, entertainment, and recreation",2006 Q3
"140,874",United States,"Arts, entertainment, and recreation",2006 Q3
848,Utah,"Arts, entertainment, and recreation",2006 Q3
226,Vermont,"Arts, entertainment, and recreation",2006 Q3
"2,340",Virginia,"Arts, entertainment, and recreation",2006 Q3
"3,041",Washington,"Arts, entertainment, and recreation",2006 Q3
451,West Virginia,"Arts, entertainment, and recreation",2006 Q3
"1,851",Wisconsin,"Arts, entertainment, and recreation",2006 Q3
187,Wyoming,"Arts, entertainment, and recreation",2006 Q3
"9,461",Alabama,Construction,2006 Q3
"2,166",Alaska,Construction,2006 Q3
"23,630",Arizona,Construction,2006 Q3
"4,789",Arkansas,Construction,2006 Q3
"101,830",California,Construction,2006 Q3
"14,723",Colorado,Construction,2006 Q3
"8,544",Connecticut,Construction,2006 Q3
"2,691",Delaware,Construction,2006 Q3
"1,092",District of Columbia,Construction,2006 Q3
"149,108",Far West,Construction,2006 Q3
"64,858",Florida,Construction,2006 Q3
"23,362",Georgia,Construction,2006 Q3
"92,965",Great Lakes,Construction,2006 Q3
"4,642",Hawaii,Construction,2006 Q3
"4,098",Idaho,Construction,2006 Q3
"31,666",Illinois,Construction,2006 Q3
"12,374",Indiana,Construction,2006 Q3
"5,911",Iowa,Construction,2006 Q3
"4,920",Kansas,Construction,2006 Q3
"7,044",Kentucky,Construction,2006 Q3
"10,813",Louisiana,Construction,2006 Q3
"2,723",Maine,Construction,2006 Q3
"17,066",Maryland,Construction,2006 Q3
"16,150",Massachusetts,Construction,2006 Q3
"17,761",Michigan,Construction,2006 Q3
"104,632",Mideast,Construction,2006 Q3
"13,745",Minnesota,Construction,2006 Q3
"5,586",Mississippi,Construction,2006 Q3
"12,225",Missouri,Construction,2006 Q3
"2,544",Montana,Construction,2006 Q3
"3,594",Nebraska,Construction,2006 Q3
"13,896",Nevada,Construction,2006 Q3
"34,483",New England,Construction,2006 Q3
"2,979",New Hampshire,Construction,2006 Q3
"20,865",New Jersey,Construction,2006 Q3
"4,379",New Mexico,Construction,2006 Q3
"37,429",New York,Construction,2006 Q3
"21,274",North Carolina,Construction,2006 Q3
"1,249",North Dakota,Construction,2006 Q3
"19,863",Ohio,Construction,2006 Q3
"5,789",Oklahoma,Construction,2006 Q3
"8,803",Oregon,Construction,2006 Q3
"25,488",Pennsylvania,Construction,2006 Q3
"43,168",Plains,Construction,2006 Q3
"2,769",Rhode Island,Construction,2006 Q3
"31,023",Rocky Mountain,Construction,2006 Q3
"10,551",South Carolina,Construction,2006 Q3
"1,525",South Dakota,Construction,2006 Q3
"193,711",Southeast,Construction,2006 Q3
"98,262",Southwest,Construction,2006 Q3
"11,267",Tennessee,Construction,2006 Q3
"64,463",Texas,Construction,2006 Q3
"747,341",United States,Construction,2006 Q3
"7,787",Utah,Construction,2006 Q3
"1,318",Vermont,Construction,2006 Q3
"21,704",Virginia,Construction,2006 Q3
"17,771",Washington,Construction,2006 Q3
"3,001",West Virginia,Construction,2006 Q3
"11,302",Wisconsin,Construction,2006 Q3
"1,870",Wyoming,Construction,2006 Q3
831,Alabama,Educational services,2006 Q3
136,Alaska,Educational services,2006 Q3
"2,144",Arizona,Educational services,2006 Q3
460,Arkansas,Educational services,2006 Q3
"16,772",California,Educational services,2006 Q3
"1,710",Colorado,Educational services,2006 Q3
"3,676",Connecticut,Educational services,2006 Q3
332,Delaware,Educational services,2006 Q3
"2,886",District of Columbia,Educational services,2006 Q3
"20,975",Far West,Educational services,2006 Q3
"6,351",Florida,Educational services,2006 Q3
"4,050",Georgia,Educational services,2006 Q3
"19,827",Great Lakes,Educational services,2006 Q3
670,Hawaii,Educational services,2006 Q3
340,Idaho,Educational services,2006 Q3
"7,870",Illinois,Educational services,2006 Q3
"2,433",Indiana,Educational services,2006 Q3
"1,177",Iowa,Educational services,2006 Q3
674,Kansas,Educational services,2006 Q3
907,Kentucky,Educational services,2006 Q3
"1,363",Louisiana,Educational services,2006 Q3
608,Maine,Educational services,2006 Q3
"3,976",Maryland,Educational services,2006 Q3
"9,931",Massachusetts,Educational services,2006 Q3
"2,918",Michigan,Educational services,2006 Q3
"42,736",Mideast,Educational services,2006 Q3
"2,321",Minnesota,Educational services,2006 Q3
624,Mississippi,Educational services,2006 Q3
"2,613",Missouri,Educational services,2006 Q3
152,Montana,Educational services,2006 Q3
749,Nebraska,Educational services,2006 Q3
368,Nevada,Educational services,2006 Q3
"17,365",New England,Educational services,2006 Q3
"1,232",New Hampshire,Educational services,2006 Q3
"4,610",New Jersey,Educational services,2006 Q3
421,New Mexico,Educational services,2006 Q3
"19,276",New York,Educational services,2006 Q3
"3,714",North Carolina,Educational services,2006 Q3
107,North Dakota,Educational services,2006 Q3
"4,431",Ohio,Educational services,2006 Q3
777,Oklahoma,Educational services,2006 Q3
"1,278",Oregon,Educational services,2006 Q3
"11,656",Pennsylvania,Educational services,2006 Q3
"7,881",Plains,Educational services,2006 Q3
"1,317",Rhode Island,Educational services,2006 Q3
"3,566",Rocky Mountain,Educational services,2006 Q3
"1,001",South Carolina,Educational services,2006 Q3
240,South Dakota,Educational services,2006 Q3
"24,974",Southeast,Educational services,2006 Q3
"9,717",Southwest,Educational services,2006 Q3
"2,101",Tennessee,Educational services,2006 Q3
"6,375",Texas,Educational services,2006 Q3
"147,040",United States,Educational services,2006 Q3
"1,297",Utah,Educational services,2006 Q3
601,Vermont,Educational services,2006 Q3
"3,295",Virginia,Educational services,2006 Q3
"1,751",Washington,Educational services,2006 Q3
278,West Virginia,Educational services,2006 Q3
"2,175",Wisconsin,Educational services,2006 Q3
67,Wyoming,Educational services,2006 Q3
"8,691",Alabama,Finance and insurance,2006 Q3
994,Alaska,Finance and insurance,2006 Q3
"13,190",Arizona,Finance and insurance,2006 Q3
"3,606",Arkansas,Finance and insurance,2006 Q3
"100,041",California,Finance and insurance,2006 Q3
"12,867",Colorado,Finance and insurance,2006 Q3
"32,376",Connecticut,Finance and insurance,2006 Q3
"15,505",Delaware,Finance and insurance,2006 Q3
"3,506",District of Columbia,Finance and insurance,2006 Q3
"129,279",Far West,Finance and insurance,2006 Q3
"40,290",Florida,Finance and insurance,2006 Q3
"25,934",Georgia,Finance and insurance,2006 Q3
"155,487",Great Lakes,Finance and insurance,2006 Q3
"2,094",Hawaii,Finance and insurance,2006 Q3
"2,268",Idaho,Finance and insurance,2006 Q3
"62,408",Illinois,Finance and insurance,2006 Q3
"13,667",Indiana,Finance and insurance,2006 Q3
"14,648",Iowa,Finance and insurance,2006 Q3
"5,457",Kansas,Finance and insurance,2006 Q3
"7,166",Kentucky,Finance and insurance,2006 Q3
"6,220",Louisiana,Finance and insurance,2006 Q3
"2,692",Maine,Finance and insurance,2006 Q3
"15,248",Maryland,Finance and insurance,2006 Q3
"32,284",Massachusetts,Finance and insurance,2006 Q3
"24,653",Michigan,Finance and insurance,2006 Q3
"285,818",Mideast,Finance and insurance,2006 Q3
"21,626",Minnesota,Finance and insurance,2006 Q3
"3,458",Mississippi,Finance and insurance,2006 Q3
"16,437",Missouri,Finance and insurance,2006 Q3
"1,467",Montana,Finance and insurance,2006 Q3
"6,927",Nebraska,Finance and insurance,2006 Q3
"6,177",Nevada,Finance and insurance,2006 Q3
"76,556",New England,Finance and insurance,2006 Q3
"4,060",New Hampshire,Finance and insurance,2006 Q3
"33,854",New Jersey,Finance and insurance,2006 Q3
"2,166",New Mexico,Finance and insurance,2006 Q3
"181,880",New York,Finance and insurance,2006 Q3
"32,839",North Carolina,Finance and insurance,2006 Q3
"1,402",North Dakota,Finance and insurance,2006 Q3
"38,233",Ohio,Finance and insurance,2006 Q3
"5,590",Oklahoma,Finance and insurance,2006 Q3
"6,748",Oregon,Finance and insurance,2006 Q3
"35,792",Pennsylvania,Finance and insurance,2006 Q3
"71,813",Plains,Finance and insurance,2006 Q3
"3,818",Rhode Island,Finance and insurance,2006 Q3
"27,108",Rocky Mountain,Finance and insurance,2006 Q3
"6,590",South Carolina,Finance and insurance,2006 Q3
"5,515",South Dakota,Finance and insurance,2006 Q3
"167,049",Southeast,Finance and insurance,2006 Q3
"75,158",Southwest,Finance and insurance,2006 Q3
"11,694",Tennessee,Finance and insurance,2006 Q3
"54,215",Texas,Finance and insurance,2006 Q3
"989,198",United States,Finance and insurance,2006 Q3
"9,807",Utah,Finance and insurance,2006 Q3
"1,317",Vermont,Finance and insurance,2006 Q3
"18,612",Virginia,Finance and insurance,2006 Q3
"13,232",Washington,Finance and insurance,2006 Q3
"2,048",West Virginia,Finance and insurance,2006 Q3
"16,633",Wisconsin,Finance and insurance,2006 Q3
676,Wyoming,Finance and insurance,2006 Q3
"28,590",Alabama,Government,2006 Q3
"8,866",Alaska,Government,2006 Q3
"35,218",Arizona,Government,2006 Q3
"13,770",Arkansas,Government,2006 Q3
"255,995",California,Government,2006 Q3
"32,728",Colorado,Government,2006 Q3
"23,532",Connecticut,Government,2006 Q3
"5,969",Delaware,Government,2006 Q3
"33,680",District of Columbia,Government,2006 Q3
"364,407",Far West,Government,2006 Q3
"93,664",Florida,Government,2006 Q3
"56,797",Georgia,Government,2006 Q3
"245,978",Great Lakes,Government,2006 Q3
"14,183",Hawaii,Government,2006 Q3
"8,045",Idaho,Government,2006 Q3
"70,470",Illinois,Government,2006 Q3
"33,009",Indiana,Government,2006 Q3
"16,302",Iowa,Government,2006 Q3
"17,601",Kansas,Government,2006 Q3
"24,686",Kentucky,Government,2006 Q3
"24,889",Louisiana,Government,2006 Q3
"7,710",Maine,Government,2006 Q3
"61,144",Maryland,Government,2006 Q3
"44,270",Massachusetts,Government,2006 Q3
"50,416",Michigan,Government,2006 Q3
"361,078",Mideast,Government,2006 Q3
"28,857",Minnesota,Government,2006 Q3
"16,237",Mississippi,Government,2006 Q3
"31,924",Missouri,Government,2006 Q3
"5,787",Montana,Government,2006 Q3
"12,131",Nebraska,Government,2006 Q3
"14,082",Nevada,Government,2006 Q3
"94,856",New England,Government,2006 Q3
"7,771",New Hampshire,Government,2006 Q3
"56,837",New Jersey,Government,2006 Q3
"18,882",New Mexico,Government,2006 Q3
"138,795",New York,Government,2006 Q3
"56,333",North Carolina,Government,2006 Q3
"4,319",North Dakota,Government,2006 Q3
"62,378",Ohio,Government,2006 Q3
"22,942",Oklahoma,Government,2006 Q3
"21,114",Oregon,Government,2006 Q3
"64,652",Pennsylvania,Government,2006 Q3
"115,821",Plains,Government,2006 Q3
"7,685",Rhode Island,Government,2006 Q3
"67,500",Rocky Mountain,Government,2006 Q3
"27,465",South Carolina,Government,2006 Q3
"4,691",South Dakota,Government,2006 Q3
"458,866",Southeast,Government,2006 Q3
"207,154",Southwest,Government,2006 Q3
"32,095",Tennessee,Government,2006 Q3
"130,111",Texas,Government,2006 Q3
"1,915,598",United States,Government,2006 Q3
"16,426",Utah,Government,2006 Q3
"3,888",Vermont,Government,2006 Q3
"73,890",Virginia,Government,2006 Q3
"50,165",Washington,Government,2006 Q3
"10,462",West Virginia,Government,2006 Q3
"29,703",Wisconsin,Government,2006 Q3
"4,512",Wyoming,Government,2006 Q3
"11,803",Alabama,Health care and social assistance,2006 Q3
"2,293",Alaska,Health care and social assistance,2006 Q3
"17,274",Arizona,Health care and social assistance,2006 Q3
"7,359",Arkansas,Health care and social assistance,2006 Q3
"105,478",California,Health care and social assistance,2006 Q3
"13,557",Colorado,Health care and social assistance,2006 Q3
"16,697",Connecticut,Health care and social assistance,2006 Q3
"3,324",Delaware,Health care and social assistance,2006 Q3
"3,960",District of Columbia,Health care and social assistance,2006 Q3
"149,187",Far West,Health care and social assistance,2006 Q3
"56,195",Florida,Health care and social assistance,2006 Q3
"23,252",Georgia,Health care and social assistance,2006 Q3
"157,816",Great Lakes,Health care and social assistance,2006 Q3
"3,870",Hawaii,Health care and social assistance,2006 Q3
"3,616",Idaho,Health care and social assistance,2006 Q3
"42,664",Illinois,Health care and social assistance,2006 Q3
"20,171",Indiana,Health care and social assistance,2006 Q3
"9,294",Iowa,Health care and social assistance,2006 Q3
"8,562",Kansas,Health care and social assistance,2006 Q3
"12,364",Kentucky,Health care and social assistance,2006 Q3
"11,694",Louisiana,Health care and social assistance,2006 Q3
"5,801",Maine,Health care and social assistance,2006 Q3
"20,173",Maryland,Health care and social assistance,2006 Q3
"31,819",Massachusetts,Health care and social assistance,2006 Q3
"32,616",Michigan,Health care and social assistance,2006 Q3
"191,887",Mideast,Health care and social assistance,2006 Q3
"22,181",Minnesota,Health care and social assistance,2006 Q3
"6,414",Mississippi,Health care and social assistance,2006 Q3
"19,196",Missouri,Health care and social assistance,2006 Q3
"2,922",Montana,Health care and social assistance,2006 Q3
"6,061",Nebraska,Health care and social assistance,2006 Q3
"5,915",Nevada,Health care and social assistance,2006 Q3
"66,610",New England,Health care and social assistance,2006 Q3
"5,074",New Hampshire,Health care and social assistance,2006 Q3
"34,139",New Jersey,Health care and social assistance,2006 Q3
"5,009",New Mexico,Health care and social assistance,2006 Q3
"78,492",New York,Health care and social assistance,2006 Q3
"26,013",North Carolina,Health care and social assistance,2006 Q3
"2,360",North Dakota,Health care and social assistance,2006 Q3
"41,649",Ohio,Health care and social assistance,2006 Q3
"9,459",Oklahoma,Health care and social assistance,2006 Q3
"12,121",Oregon,Health care and social assistance,2006 Q3
"51,799",Pennsylvania,Health care and social assistance,2006 Q3
"70,502",Plains,Health care and social assistance,2006 Q3
"4,830",Rhode Island,Health care and social assistance,2006 Q3
"27,353",Rocky Mountain,Health care and social assistance,2006 Q3
"9,633",South Carolina,Health care and social assistance,2006 Q3
"2,850",South Dakota,Health care and social assistance,2006 Q3
"212,829",Southeast,Health care and social assistance,2006 Q3
"93,665",Southwest,Health care and social assistance,2006 Q3
"21,316",Tennessee,Health care and social assistance,2006 Q3
"61,923",Texas,Health care and social assistance,2006 Q3
"969,844",United States,Health care and social assistance,2006 Q3
"6,019",Utah,Health care and social assistance,2006 Q3
"2,388",Vermont,Health care and social assistance,2006 Q3
"21,254",Virginia,Health care and social assistance,2006 Q3
"19,511",Washington,Health care and social assistance,2006 Q3
"5,530",West Virginia,Health care and social assistance,2006 Q3
"20,716",Wisconsin,Health care and social assistance,2006 Q3
"1,239",Wyoming,Health care and social assistance,2006 Q3
"5,011",Alabama,Information,2006 Q3
"1,060",Alaska,Information,2006 Q3
"7,235",Arizona,Information,2006 Q3
"3,306",Arkansas,Information,2006 Q3
"127,991",California,Information,2006 Q3
"18,788",Colorado,Information,2006 Q3
"9,280",Connecticut,Information,2006 Q3
"1,345",Delaware,Information,2006 Q3
"6,049",District of Columbia,Information,2006 Q3
"167,041",Far West,Information,2006 Q3
"32,277",Florida,Information,2006 Q3
"26,241",Georgia,Information,2006 Q3
"61,719",Great Lakes,Information,2006 Q3
"1,682",Hawaii,Information,2006 Q3
"1,215",Idaho,Information,2006 Q3
"22,823",Illinois,Information,2006 Q3
"6,008",Indiana,Information,2006 Q3
"4,368",Iowa,Information,2006 Q3
"7,033",Kansas,Information,2006 Q3
"4,083",Kentucky,Information,2006 Q3
"3,992",Louisiana,Information,2006 Q3
"1,349",Maine,Information,2006 Q3
"12,473",Maryland,Information,2006 Q3
"18,682",Massachusetts,Information,2006 Q3
"11,168",Michigan,Information,2006 Q3
"147,657",Mideast,Information,2006 Q3
"9,214",Minnesota,Information,2006 Q3
"1,912",Mississippi,Information,2006 Q3
"11,118",Missouri,Information,2006 Q3
910,Montana,Information,2006 Q3
"2,636",Nebraska,Information,2006 Q3
"2,791",Nevada,Information,2006 Q3
"34,015",New England,Information,2006 Q3
"2,092",New Hampshire,Information,2006 Q3
"22,234",New Jersey,Information,2006 Q3
"2,076",New Mexico,Information,2006 Q3
"81,105",New York,Information,2006 Q3
"12,250",North Carolina,Information,2006 Q3
996,North Dakota,Information,2006 Q3
"13,980",Ohio,Information,2006 Q3
"4,075",Oklahoma,Information,2006 Q3
"5,547",Oregon,Information,2006 Q3
"24,469",Pennsylvania,Information,2006 Q3
"36,389",Plains,Information,2006 Q3
"1,916",Rhode Island,Information,2006 Q3
"25,638",Rocky Mountain,Information,2006 Q3
"4,102",South Carolina,Information,2006 Q3
"1,019",South Dakota,Information,2006 Q3
"122,050",Southeast,Information,2006 Q3
"56,421",Southwest,Information,2006 Q3
"8,055",Tennessee,Information,2006 Q3
"43,036",Texas,Information,2006 Q3
"651,077",United States,Information,2006 Q3
"4,262",Utah,Information,2006 Q3
701,Vermont,Information,2006 Q3
"19,314",Virginia,Information,2006 Q3
"27,942",Washington,Information,2006 Q3
"1,516",West Virginia,Information,2006 Q3
"7,741",Wisconsin,Information,2006 Q3
467,Wyoming,Information,2006 Q3
"1,536",Alabama,Management of companies and enterprises,2006 Q3
283,Alaska,Management of companies and enterprises,2006 Q3
