time,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK,XK
1984-10-01,,,,,,,,,,,,,,,156678.3,,,,,,,,,,,18228.7,,,,,,,,,,
1985-01-01,,,,,,,,,,,,,,,158695.9,,,,,,,,,,,18776.2,,,,,,,,,,
1985-04-01,,,,,,,,,,,,,,,161974.8,,,,,,,,,,,17970.2,,,,,,,,,,
1985-07-01,,,,,,,,,,,,,,,159727.3,,,,,,,,,,,19413.9,,,,,,,,,,
1985-10-01,,,,,,,,,,,,,,,170870.4,,,,,,,,,,,19840.1,,,,,,,,,,
1986-01-01,,,,,,,,,,,,,,,175334.4,,,,,,,,,,,18299.1,,,,,,,,,,
1986-04-01,,,,,,,,,,,,,,,175038.4,,,,,,,,,,,16814.2,,,,,,,,,,
1986-07-01,,,,,,,,,,,,,,,170338.3,,,,,,,,,,,16598.4,,,,,,,,,,
1986-10-01,,,,,,,,,,,,,,,180882.9,,,,,,,,,,,17311.7,,,,,,,,,,
1987-01-01,,,,,,,,,,,,,,,177419.6,,,,,,,,,,,16958.2,,,,,,,,,,
1987-04-01,,,,,,,,,,,,,,,180202.0,,,,,,,,,,,17318.4,,,,,,,,,,
1987-07-01,,,,,,,,,,,,,,,177238.6,,,,,,,,,,,17994.4,,,,,,,,,,
1987-10-01,,,,,,,,,,,,,,,187960.1,,,,,,,,,,,18649.8,,,,,,,,,,
1988-01-01,,,,,,,,,,,,,,,187910.2,,,,,,,,,,,18501.6,,,,,,,,,,
1988-04-01,,,,,,,,,,,,,,,192866.9,,,,,,,,,,,18818.8,,,,,,,,,,
1988-07-01,,,,,,,,,,,,,,,189497.0,,,,,,,,,,,18711.9,,,,,,,,,,
1988-10-01,,,,,,,,,,,,,,,198401.7,,,,,,,,,,,19488.6,,,,,,,,,,
1989-01-01,,,,,,,,,,,,,,,201462.9,,,,,,,,,,,20054.3,,,,,,,,,,
1989-04-01,,,,,,,,,,,,,,,207270.8,,,,,,,,,,,20872.4,,,,,,,,,,
1989-07-01,,,,,,,,,,,,,,,204158.4,,,,,,,,,,,20514.7,,,,,,,,,,
1989-10-01,,,,,,,,,,,,,,,219295.2,,,,,,,,,,,21109.6,,,,,,,,,,
1990-01-01,,,,,,46555.7,,,,,,,,23133.5,221245.5,,,,,,,,,,,20543.2,,,,,,,,,,
1990-04-01,,,,,,49348.9,,,,,,,,24556.1,226764.7,,,,,,,,,,,19846.9,,,,,,,,,,
1990-07-01,,,,,,50748.1,,,,,,,,24012.9,218644.8,,,,,,,,,,,20583.2,,,,,,,,,,
1990-10-01,,,,,,50997.2,,,,,,,,25135.4,228836.9,,,,,,,,,,,22851.7,,,,,,,,,,
1991-01-01,,,,,,50861.4,,,323577.5,,,,,21684.7,228735.8,,,,,,,,,,,21452.8,,,,,,,,,,
1991-04-01,,,,,,51959.2,,,338664.4,,,,,23513.1,231858.3,,,,,,,,,,,21803.1,,,,,,,,,,
1991-07-01,,,,,,51612.8,,,346150.1,,,,,22563.3,225515.8,,,,,,,,,,,21609.9,,,,,,,,,,
1991-10-01,,,,,,51369.5,,,362148.2,,,,,22230.5,235392.6,,,,,,,,,,,22569.8,,,,,,,,,,
1992-01-01,,,,,,50478.1,,,352248.9,,,,,18806.2,241129.2,,,,,,,,,,,22566.2,,,,,,,,,,
1992-04-01,,,,,,50042.4,,,360755.2,,,,,19841.5,242910.8,,,,,,,,,,,21638.4,,,,,,,,,,
1992-07-01,,,,,,51896.3,,,378334.4,,,,,18979.9,237681.5,,,,,,,,,,,22101.1,,,,,,,,,,
1992-10-01,,,,,,52968.7,,,400708.7,,,,,18283.4,255328.0,,,,,,,,,,,23026.1,,,,,,,,,,
1993-01-01,,,,,,51662.6,,,378113.8,,,,,15283.5,257371.4,,,,,,,,,,,22130.8,,,,,38344.5,,,,,
1993-04-01,,,,,,53872.1,,,392726.2,,,,,16686.4,258606.4,,,,,,,,,,,21733.2,,,,,39973.6,,,,,
1993-07-01,,,,,,56891.1,,,409318.3,,,,,16700.4,246806.9,,,,,,,,,,,22443.0,,,,,36747.2,,,,,
1993-10-01,,,,,,57986.8,,,421903.0,,,,,17937.5,256112.6,,,,,,,,,,,24136.8,,,,,39849.2,,,,,
1994-01-01,,,,,,59186.0,,,395653.6,,,,,17009.4,260729.7,,,,,,,,,,,22459.3,,,,,40563.3,,,,,
1994-04-01,,,,,,59093.9,,,411292.1,,,,,18393.0,264238.5,,,,,,,,,,,22998.6,,,,,42106.2,,,,,
1994-07-01,,,,,,61124.6,,,428191.0,,,,,19034.0,258588.9,,,,,,,,,,,23101.1,,,,,38257.5,,,,,
1994-10-01,,,,,,61415.0,,,444391.9,,,,,22046.0,269770.5,,,,,,,,,,,24882.9,,,,,44177.6,,,,,
1995-01-01,,38790.4,,48580.1,2963.5,61002.0,1631.8,9284.4,426494.9,29624.9,548.9,21628.7,100630.6,20371.9,274163.6,,7582.9,11656.0,191413.6,948.7,3579.6,855.2,,,76147.2,25158.3,22213.6,19269.3,5978.6,,43042.4,3169.0,3227.1,,233341.6,
1995-04-01,,41643.5,,51006.6,2929.4,63609.6,1745.2,10251.9,446820.5,31084.7,663.7,22911.7,109180.5,22790.4,275702.1,,7272.4,12228.2,192348.4,1054.7,3739.8,943.6,,,78507.5,24297.4,23218.9,20204.8,6467.0,,43193.1,3662.3,3549.6,,223775.3,
1995-07-01,,42084.3,,48744.2,3452.5,64008.6,1775.4,10757.4,454972.4,29929.3,659.5,25163.7,106202.6,22717.0,268341.8,,7212.5,11877.6,198464.1,1304.4,3610.6,894.3,,,77580.5,24887.0,24623.6,19941.8,7971.0,,41652.9,3563.0,3601.2,,230896.6,
1995-10-01,,43298.1,,51608.6,3934.1,65611.9,1779.2,11217.1,468181.8,31866.2,689.8,25448.9,117820.1,24133.8,278221.2,,7954.4,11904.5,226466.7,1262.7,4005.5,980.3,,,82041.6,26457.7,25718.8,20784.3,6585.9,,49171.0,3579.9,3320.2,,237442.5,
1996-01-01,,39707.9,,49296.3,3552.1,64309.6,1704.2,10696.4,430096.4,30712.1,720.5,22564.2,110790.2,21293.7,283312.3,,7350.0,12671.2,214220.8,1217.1,3911.3,918.8,,,78337.6,27047.5,25798.2,19976.4,5476.1,,48854.1,3272.6,3581.6,,237116.2,
1996-04-01,,41626.4,,50428.9,2421.8,63399.4,1806.2,11817.9,441005.2,32177.2,846.8,24903.7,118082.2,22287.0,284536.8,,8005.6,13512.6,234588.7,1429.7,3909.5,1056.3,,,80206.6,26530.7,27103.2,21139.6,6147.5,,50787.1,3653.1,3875.4,,243810.4,
1996-07-01,,42493.4,,48499.2,2163.7,63466.2,1841.6,12460.5,455826.1,31548.8,852.9,27820.5,113568.3,22706.7,275654.0,,7592.9,12990.1,229368.7,1696.1,3876.7,1051.2,,,79168.4,27933.5,27323.1,21215.6,8281.1,,48113.4,3785.4,3996.3,,251626.7,
1996-10-01,,43311.2,,50949.2,1923.7,61370.0,1885.3,12909.0,461688.7,32800.3,864.7,28818.5,123297.6,24678.7,284861.8,,8415.7,13853.8,256874.1,1598.8,3865.9,1154.4,,,82886.9,30148.8,30391.4,22541.6,7471.6,,51952.9,3845.2,3870.4,,276922.9,
1997-01-01,,39360.7,,49071.5,1093.6,58063.1,1809.5,12108.1,420966.3,31524.0,854.4,25343.6,112381.7,22251.6,282823.6,,8492.2,15751.3,228997.1,1593.0,3829.1,1063.0,,,80019.4,30404.9,28932.5,21693.2,5282.7,,49171.7,3559.5,4039.9,,293409.4,
1997-04-01,,41575.1,,51015.2,2034.5,60679.6,1925.7,12430.7,443301.8,33483.7,1006.6,27066.9,120102.9,24218.0,288978.8,,8976.5,16413.1,246090.0,1888.0,3934.7,1270.2,,,83120.9,30324.4,30455.4,22970.4,6141.0,,51937.4,4188.0,4383.0,,301838.1,
1997-07-01,,42310.8,,49141.6,3027.9,62431.2,1996.7,12404.9,450515.9,32297.2,1009.3,30142.6,115697.9,24312.0,278779.5,,9031.2,16561.6,240066.1,2224.3,3874.5,1314.9,,,81502.7,30052.5,30601.0,22669.6,9006.8,,49718.2,4026.1,4601.4,,320903.5,
1997-10-01,,44071.9,,52344.9,2826.8,63856.3,2029.6,12696.8,462436.2,34195.7,1046.9,31354.7,128534.2,26315.0,294328.0,,9558.7,16254.3,270415.3,2136.9,4052.4,1466.2,,,87227.9,32739.5,33622.1,23590.1,8724.7,,55169.1,4168.0,4448.6,,322913.8,
1998-01-01,,40802.6,,50900.4,2465.2,63540.9,1967.5,11723.7,435179.3,32366.8,1042.2,26909.7,117329.5,23998.7,296280.4,,9007.4,17734.0,238897.3,1969.2,3895.7,1293.0,,,85564.8,30587.8,31732.0,22820.4,6860.6,,51973.1,3826.6,4363.0,50910.6,333410.1,
1998-04-01,,43476.2,,52773.4,2694.9,63217.0,2120.1,13564.3,444867.3,33382.3,1150.2,27273.9,126913.1,26015.5,301003.3,,9462.4,18247.4,254200.1,2262.3,4045.2,1442.1,,,88092.9,29453.4,33938.7,24258.9,7886.9,,55706.0,4363.0,4747.7,54286.9,327894.8,
1998-07-01,,44147.2,,50930.2,3369.1,63365.3,2204.5,14408.9,462044.4,33430.1,1133.4,30673.3,122959.6,26037.0,294083.7,,9203.7,18393.8,246305.6,2368.4,3976.7,1414.3,,,86748.4,29269.4,33911.3,24148.8,9951.0,,49714.7,4336.4,4799.3,62916.7,330557.4,
1998-10-01,,45469.3,,54078.5,3429.1,64789.5,2207.9,14697.4,475299.2,35585.0,1139.6,31932.3,135987.4,27992.2,308116.8,,9835.6,18245.5,275029.3,2188.0,4276.8,1504.7,,,92417.3,29548.3,37560.7,25570.8,8585.2,,52613.4,4614.9,4364.1,56529.3,329127.7,
1999-01-01,,42421.9,,52715.0,2296.8,63532.3,2093.4,12305.6,445502.0,33846.5,1114.9,28434.0,126485.0,25842.0,307965.0,,8875.5,19877.3,245115.0,1920.0,4374.9,1364.5,,,91057.0,29495.6,30628.1,24725.2,6033.8,,53047.5,4172.6,4273.5,46329.4,335012.2,
1999-04-01,,45117.1,,54906.0,2491.3,64596.5,2263.4,13621.8,457198.0,35625.9,1250.1,30384.8,136041.0,27659.0,313141.0,,9820.2,20414.8,260663.5,2375.6,4628.0,1575.2,,,93740.0,31401.1,33561.7,26057.1,6578.5,,56403.6,4706.1,4422.5,53344.9,344532.1,
1999-07-01,,46068.7,,53265.0,3215.8,65301.4,2368.2,14315.3,473573.0,35193.2,1217.9,32729.3,132017.0,27382.0,306558.0,,10054.3,20530.2,253603.8,2363.5,4626.8,1609.0,,,92216.0,33824.8,35246.1,25919.5,8407.6,,53810.1,4558.2,4449.8,59833.5,353548.5,
1999-10-01,,47578.8,,57257.0,3279.2,67454.5,2389.2,14978.1,485764.0,37787.5,1253.2,33883.1,144395.0,29552.0,323815.0,,10868.4,21523.7,289347.1,2408.8,5075.2,1747.7,,,98876.0,37580.8,40455.2,27553.4,8878.6,,60707.4,4850.5,4409.9,57543.0,371640.1,
2000-01-01,,44938.2,,55743.0,2512.8,66778.7,2310.5,13716.0,463895.0,36570.9,1250.8,29258.0,136800.0,27779.0,326889.0,4438.6,9789.1,22768.4,260695.9,2350.3,5054.6,1649.7,796.2,877.8,98577.0,39846.6,36746.2,26837.6,7060.1,,59462.0,4498.7,4573.5,53349.0,393996.0,
2000-04-01,,47483.2,,58132.0,2854.1,69670.1,2522.2,14986.2,470274.0,38074.5,1417.2,30903.1,147107.0,29617.0,331072.0,4793.5,10769.5,24204.3,276326.8,2781.8,5081.5,1936.3,879.1,987.5,101161.0,38225.5,38829.2,28046.0,8558.7,,65192.1,4852.4,5089.7,63647.8,394350.8,
2000-07-01,,48088.2,,56159.0,3565.1,71312.6,2495.8,15708.0,484390.0,37802.9,1362.6,33495.2,144169.0,29721.0,324800.0,5291.8,11296.7,23958.0,269043.7,2915.4,5083.4,1999.7,866.9,1033.8,100158.0,41223.7,41391.1,28061.6,10107.3,,60344.0,4825.5,5172.3,73880.3,400530.7,
2000-10-01,,50115.1,,60455.0,3627.8,74117.5,2517.1,16492.9,490678.0,40910.3,1482.4,34003.2,158245.0,32083.0,343581.0,4942.3,11929.4,25422.7,304131.9,3109.6,5399.9,2138.3,909.3,1019.9,105936.0,44622.0,48681.5,29622.8,10594.3,,64543.8,4962.6,5115.3,74140.2,414262.4,
2001-01-01,,47359.2,,58164.0,2847.8,72574.9,2434.3,15196.1,478003.0,37975.2,1411.3,30988.0,148318.0,30378.0,342582.0,4878.4,11157.0,26761.8,279329.1,2661.0,5198.9,1808.0,835.2,908.8,105870.0,42989.4,42441.4,28128.4,7726.9,,58894.8,4779.8,4845.9,53579.3,397875.4,
2001-04-01,,49155.4,,60548.0,3190.5,73993.4,2643.8,17044.7,483570.0,39418.4,1601.0,32883.2,161166.0,32026.0,346230.0,5465.1,13073.9,27508.2,293271.0,3164.1,5219.7,2178.7,890.4,1031.7,108454.0,42695.8,48329.3,30030.9,9819.3,,61785.2,5174.4,5567.2,49347.2,407251.3,
2001-07-01,,49402.2,,57976.0,3921.5,74857.5,2734.2,17664.1,499141.0,39556.4,1550.3,35666.7,156370.0,31558.0,338474.0,5732.0,13455.6,26388.6,282078.4,3172.1,5153.0,2128.1,854.9,1092.6,105307.0,42411.2,45458.1,29595.3,11289.8,,55409.8,5151.5,5653.8,50287.5,409131.4,
