,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values
2006-10-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2007-01-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2007-04-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2007-07-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2007-10-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11407
2008-01-01,96.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611,96.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611,96.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611,96.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611
2008-04-01,96.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611,96.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611,96.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611,96.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611
2008-07-01,96.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611,96.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611,96.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611,96.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611
2008-10-01,96.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611,96.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611,96.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611,96.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11611
2009-01-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707
2009-04-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707
2009-07-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707
2009-10-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11707
2010-01-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,36.0,432.0,384.0,432.0,96.0,48.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,36.0,432.0,384.0,432.0,96.0,48.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,36.0,432.0,384.0,432.0,96.0,48.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,36.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743
2010-04-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,36.0,432.0,384.0,432.0,96.0,48.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,36.0,432.0,384.0,432.0,96.0,48.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,36.0,432.0,384.0,432.0,96.0,48.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,36.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743
2010-07-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,36.0,432.0,384.0,432.0,96.0,48.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,36.0,432.0,384.0,432.0,96.0,48.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,36.0,432.0,384.0,432.0,96.0,48.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,36.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743
2010-10-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,36.0,432.0,384.0,432.0,96.0,48.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,36.0,432.0,384.0,432.0,96.0,48.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,36.0,432.0,384.0,432.0,96.0,48.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,36.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11743
2011-01-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2011-04-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
